,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1257.1175,998.0815,9,1.7989
1,Pakistan,S8_G2,8,Super 8 stage,955.4907,811.1382,7,1.2889
2,Ireland,A,4,Group stage,527.2143,484.2082,4,0.672
3,Canada,A,0,Group stage,386.423,671.2637,4,-4.4506
4,United States of America,A,2,Group stage,435.7616,554.1814,4,-1.8503
5,England,S8_G2,12,Semifinalist,1140.7242,962.7405,8,1.3905
6,Australia,S8_G1,10,Super 8 stage,979.2726,815.7064,7,1.4604
7,Namibia,B,4,Group stage,476.2882,545.2912,4,-1.0782
8,Scotland,B,2,Group stage,462.3013,552.7892,4,-1.4139
9,Oman,B,0,Group stage,437.8584,581.3271,4,-2.2417
10,New Zealand,S8_G1,12,Finalist,1295.9879,1021.8425,9,1.9038
11,West Indies,S8_G2,8,Super 8 stage,1103.101,860.4674,7,2.1664
12,Afghanistan,C,4,Group stage,565.6001,608.4239,4,-0.6691
13,Uganda,C,0,Group stage,438.2339,747.1655,4,-4.8271
14,Papua New Guinea,C,2,Group stage,495.0221,651.674,4,-2.4477
15,South Africa,S8_G2,10,Semifinalist,1070.2738,1002.0248,8,0.5332
16,Sri Lanka,D,4,Group stage,522.7906,488.8146,4,0.5309
17,Bangladesh,S8_G1,6,Super 8 stage,853.3191,842.3996,7,0.0975
18,Netherlands,D,2,Group stage,492.7352,526.7672,4,-0.5318
19,Nepal,D,0,Group stage,423.4431,592.6516,4,-2.6439
