,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1228.023,1004.8462,9,1.5498
1,Pakistan,S8_G2,8,Super 8 stage,957.9468,808.2434,7,1.3366
2,Ireland,A,4,Group stage,539.1952,500.032,4,0.6119
3,Canada,A,0,Group stage,406.9647,649.8659,4,-3.7953
4,United States of America,A,2,Group stage,441.7352,567.1011,4,-1.9588
5,England,S8_G2,12,Semifinalist,1128.0946,963.2873,8,1.2876
6,Australia,S8_G1,10,Finalist,1247.4808,1067.2891,9,1.2513
7,Namibia,B,4,Group stage,462.3812,538.8096,4,-1.1942
8,Scotland,B,2,Group stage,466.1162,552.3974,4,-1.3481
9,Oman,B,0,Group stage,435.8922,580.9908,4,-2.2672
10,New Zealand,S8_G1,8,Super 8 stage,1035.5394,795.7155,7,2.1413
11,West Indies,S8_G2,14,Semifinalist,1226.8203,977.9302,8,1.9445
12,Afghanistan,C,4,Group stage,583.4271,595.753,4,-0.1926
13,Uganda,C,0,Group stage,433.4853,779.4436,4,-5.4056
14,Papua New Guinea,C,2,Group stage,524.721,643.5342,4,-1.8565
15,South Africa,S8_G2,8,Super 8 stage,952.216,856.2402,7,0.8569
16,Sri Lanka,S8_G1,6,Super 8 stage,868.3954,881.445,7,-0.1165
17,Bangladesh,D,4,Group stage,508.9851,467.0024,4,0.656
18,Netherlands,D,2,Group stage,495.7916,532.2374,4,-0.5695
19,Nepal,D,0,Group stage,439.7953,620.8422,4,-2.8289
