,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1272.7871,997.7534,9,1.91
1,Pakistan,S8_G2,8,Super 8 stage,950.2901,819.5499,7,1.1673
2,Ireland,A,4,Group stage,508.9796,468.6406,4,0.6303
3,Canada,A,0,Group stage,379.4633,681.9083,4,-4.7257
4,United States of America,A,2,Group stage,434.7602,553.2895,4,-1.852
5,England,S8_G2,10,Semifinalist,1136.2863,962.7727,8,1.3556
6,Australia,S8_G1,12,Finalist,1231.705,1068.9849,9,1.13
7,Namibia,B,4,Group stage,464.2788,536.3,4,-1.1253
8,Scotland,B,2,Group stage,446.6912,538.0665,4,-1.4277
9,Oman,B,0,Group stage,425.807,571.2916,4,-2.2732
10,New Zealand,S8_G1,10,Super 8 stage,1063.8283,773.2897,7,2.5941
11,West Indies,S8_G2,12,Semifinalist,1230.9147,982.9611,8,1.9371
12,Afghanistan,C,4,Group stage,546.0288,631.9078,4,-1.3419
13,Uganda,C,0,Group stage,450.3071,739.5155,4,-4.5189
14,Papua New Guinea,C,2,Group stage,501.2535,639.4024,4,-2.1586
15,South Africa,S8_G2,8,Super 8 stage,942.5215,871.908,7,0.6305
16,Sri Lanka,D,4,Group stage,535.8443,470.9029,4,1.0147
17,Bangladesh,S8_G1,6,Super 8 stage,860.3318,845.6536,7,0.1311
18,Netherlands,D,2,Group stage,505.0903,518.8082,4,-0.2143
19,Nepal,D,0,Group stage,413.4757,627.7382,4,-3.3479
