,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1253.304,1017.3716,9,1.6384
1,Pakistan,S8_G2,6,Super 8 stage,960.728,806.7186,7,1.3751
2,Ireland,A,4,Group stage,514.9684,498.7274,4,0.2538
3,Canada,A,0,Group stage,408.81,672.2588,4,-4.1164
4,United States of America,A,2,Group stage,452.373,569.2744,4,-1.8266
5,England,S8_G2,14,Semifinalist,1132.8699,972.5615,8,1.2524
6,Australia,S8_G1,8,Super 8 stage,984.7653,811.5367,7,1.5467
7,Namibia,B,4,Group stage,468.5791,528.7457,4,-0.9401
8,Scotland,B,2,Group stage,473.6885,552.2283,4,-1.2272
9,Oman,B,0,Group stage,418.0076,587.587,4,-2.6497
10,New Zealand,S8_G1,12,Champion,1332.4018,1044.241,9,2.0011
11,West Indies,S8_G2,10,Semifinalist,1224.5578,977.2913,8,1.9318
12,Afghanistan,C,4,Group stage,562.7253,599.1732,4,-0.5695
13,Uganda,C,0,Group stage,433.4136,738.6397,4,-4.7692
14,Papua New Guinea,C,2,Group stage,492.9465,652.1775,4,-2.488
15,South Africa,S8_G2,10,Super 8 stage,951.5872,871.6987,7,0.7133
16,Sri Lanka,S8_G1,6,Super 8 stage,879.2593,875.1324,7,0.0368
17,Bangladesh,D,4,Group stage,519.4699,464.4924,4,0.859
18,Netherlands,D,2,Group stage,503.9484,526.6806,4,-0.3552
19,Nepal,D,0,Group stage,414.8673,616.734,4,-3.1542
