,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1258.5201,1011.5814,9,1.7149
1,Pakistan,S8_G2,8,Super 8 stage,956.2897,797.874,7,1.4144
2,Ireland,A,4,Group stage,522.1239,474.0746,4,0.7508
3,Canada,A,0,Group stage,386.0414,678.181,4,-4.5647
4,United States of America,A,2,Group stage,445.3762,581.0139,4,-2.1193
5,England,S8_G2,12,Semifinalist,1148.2278,972.0448,8,1.3764
6,Australia,S8_G1,12,Finalist,1249.5248,1072.5767,9,1.2288
7,Namibia,B,2,Group stage,470.0045,550.9046,4,-1.2641
8,Scotland,B,4,Group stage,460.6,549.8139,4,-1.394
9,Oman,B,0,Group stage,444.0496,586.9873,4,-2.2334
10,New Zealand,S8_G1,8,Super 8 stage,1047.0859,781.8284,7,2.3684
11,West Indies,S8_G2,12,Semifinalist,1218.2979,965.4051,8,1.9757
12,Afghanistan,C,4,Group stage,550.9038,607.4665,4,-0.8838
13,Uganda,C,0,Group stage,452.8847,748.6045,4,-4.6206
14,Papua New Guinea,C,2,Group stage,493.8083,645.9015,4,-2.3765
15,South Africa,S8_G2,8,Super 8 stage,965.1998,896.507,7,0.6133
16,Sri Lanka,D,4,Group stage,536.0451,472.1308,4,0.9987
17,Bangladesh,S8_G1,6,Super 8 stage,876.4859,853.3381,7,0.2067
18,Netherlands,D,2,Group stage,506.0862,523.3542,4,-0.2698
19,Nepal,D,0,Group stage,430.8721,648.8393,4,-3.4057
