,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1273.6034,1004.2662,9,1.8704
1,Pakistan,S8_G2,6,Super 8 stage,930.5096,819.1544,7,0.9942
2,Ireland,A,4,Group stage,520.6215,466.6773,4,0.8429
3,Canada,A,0,Group stage,386.642,683.4732,4,-4.638
4,United States of America,A,2,Group stage,448.139,565.7138,4,-1.8371
5,England,S8_G2,12,Semifinalist,1146.9292,956.649,8,1.4866
6,Australia,S8_G1,12,Super 8 stage,1001.203,815.8911,7,1.6546
7,Namibia,B,2,Group stage,463.5413,556.3304,4,-1.4498
8,Scotland,B,2,Group stage,469.5625,554.6904,4,-1.3301
9,Oman,B,2,Group stage,429.2217,582.4682,4,-2.3945
10,New Zealand,S8_G1,12,Finalist,1301.1528,1047.6843,9,1.7602
11,West Indies,S8_G2,10,Semifinalist,1223.1129,979.0374,8,1.9068
12,Afghanistan,C,4,Group stage,583.8771,618.6143,4,-0.5428
13,Uganda,C,0,Group stage,453.4984,770.6303,4,-4.9552
14,Papua New Guinea,C,2,Group stage,506.1137,646.7017,4,-2.1967
15,South Africa,S8_G2,10,Super 8 stage,968.0167,860.4478,7,0.9604
16,Sri Lanka,D,4,Group stage,522.4202,486.1736,4,0.5664
17,Bangladesh,S8_G1,6,Super 8 stage,846.8627,848.101,7,-0.0111
18,Netherlands,D,2,Group stage,495.458,526.1644,4,-0.4798
19,Nepal,D,0,Group stage,430.4108,612.0276,4,-2.8378
