,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1273.3897,998.5362,9,1.9087
1,Pakistan,S8_G2,6,Super 8 stage,944.8736,824.9622,7,1.0706
2,Ireland,A,4,Group stage,523.9054,469.3769,4,0.852
3,Canada,A,0,Group stage,392.6729,685.1077,4,-4.5693
4,United States of America,A,2,Group stage,439.2454,569.1374,4,-2.0296
5,England,S8_G2,14,Finalist,1281.5052,1084.9473,9,1.365
6,Australia,S8_G1,10,Super 8 stage,983.9547,814.2576,7,1.5152
7,Namibia,B,2,Group stage,454.8642,544.6184,4,-1.4024
8,Scotland,B,4,Group stage,466.7604,543.3106,4,-1.1961
9,Oman,B,0,Group stage,429.3056,586.8813,4,-2.4621
10,New Zealand,S8_G1,10,Semifinalist,1165.6891,907.7611,8,2.0151
11,West Indies,S8_G2,8,Super 8 stage,1084.4527,850.0298,7,2.0931
12,Afghanistan,C,4,Group stage,570.4385,607.9196,4,-0.5856
13,Uganda,C,0,Group stage,450.8208,744.6603,4,-4.5912
14,Papua New Guinea,C,2,Group stage,496.5559,649.7343,4,-2.3934
15,South Africa,S8_G2,12,Semifinalist,1079.0502,985.3237,8,0.7322
16,Sri Lanka,D,4,Group stage,537.411,477.421,4,0.9373
17,Bangladesh,S8_G1,6,Super 8 stage,840.5993,847.3249,7,-0.0601
18,Netherlands,D,2,Group stage,497.0844,520.3104,4,-0.3629
19,Nepal,D,0,Group stage,416.575,617.5331,4,-3.14
