,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1260.971,1008.8197,9,1.7511
1,Pakistan,S8_G2,8,Super 8 stage,958.7742,818.9235,7,1.2487
2,Ireland,A,4,Group stage,517.2179,478.3837,4,0.6068
3,Canada,A,0,Group stage,380.2046,671.0381,4,-4.5443
4,United States of America,A,2,Group stage,446.63,562.543,4,-1.8111
5,England,S8_G2,14,Semifinalist,1148.5133,952.883,8,1.5284
6,Australia,S8_G1,10,Super 8 stage,984.9728,810.8766,7,1.5544
7,Namibia,B,2,Group stage,466.0422,555.3403,4,-1.3953
8,Scotland,B,4,Group stage,473.9607,552.1389,4,-1.2215
9,Oman,B,0,Group stage,432.0094,594.1626,4,-2.5336
10,New Zealand,S8_G1,10,Finalist,1321.3252,1039.8421,9,1.9547
11,West Indies,S8_G2,10,Semifinalist,1207.0594,977.2017,8,1.7958
12,Afghanistan,C,4,Group stage,565.4781,616.8139,4,-0.8021
13,Uganda,C,0,Group stage,451.2362,764.6762,4,-4.8975
14,Papua New Guinea,C,2,Group stage,519.7941,650.2384,4,-2.0382
15,South Africa,S8_G2,8,Super 8 stage,957.3686,878.6563,7,0.7028
16,Sri Lanka,S8_G1,6,Super 8 stage,875.2229,877.1921,7,-0.0176
17,Bangladesh,D,4,Group stage,516.6954,461.6378,4,0.8603
18,Netherlands,D,2,Group stage,498.7644,548.4473,4,-0.7763
19,Nepal,D,0,Group stage,433.4007,595.8261,4,-2.5379
