,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1268.0317,1004.0014,9,1.8335
1,Pakistan,S8_G2,8,Super 8 stage,966.0679,820.5714,7,1.2991
2,Ireland,A,4,Group stage,506.932,500.8425,4,0.0951
3,Canada,A,0,Group stage,396.0512,638.091,4,-3.7819
4,United States of America,A,2,Group stage,423.4806,563.5787,4,-2.189
5,England,S8_G2,14,Finalist,1274.9993,1094.9727,9,1.2502
6,Australia,S8_G1,10,Super 8 stage,989.5424,817.9104,7,1.5324
7,Namibia,B,2,Group stage,454.1864,552.2735,4,-1.5326
8,Scotland,B,4,Group stage,481.199,537.2579,4,-0.8759
9,Oman,B,0,Group stage,435.3019,589.8944,4,-2.4155
10,New Zealand,S8_G1,10,Semifinalist,1177.6863,919.3232,8,2.0185
11,West Indies,S8_G2,10,Semifinalist,1224.3309,987.1883,8,1.8527
12,Afghanistan,C,4,Group stage,576.3237,594.4908,4,-0.2839
13,Uganda,C,0,Group stage,428.1179,758.7858,4,-5.1667
14,Papua New Guinea,C,2,Group stage,507.2486,641.7507,4,-2.1016
15,South Africa,S8_G2,8,Super 8 stage,949.0225,877.3993,7,0.6395
16,Sri Lanka,S8_G1,6,Super 8 stage,885.3386,889.8594,7,-0.0404
17,Bangladesh,D,4,Group stage,533.4364,468.7296,4,1.011
18,Netherlands,D,2,Group stage,493.0893,548.809,4,-0.8706
19,Nepal,D,0,Group stage,433.2829,597.9395,4,-2.5728
