,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1255.7926,1008.0182,9,1.7207
1,Pakistan,S8_G2,8,Super 8 stage,942.9562,798.5621,7,1.2892
2,Ireland,A,4,Group stage,519.583,489.1704,4,0.4752
3,Canada,A,0,Group stage,405.8227,665.1983,4,-4.0527
4,United States of America,A,2,Group stage,432.1577,573.3433,4,-2.206
5,England,S8_G2,14,Semifinalist,1138.295,965.2701,8,1.3518
6,Australia,S8_G1,10,Super 8 stage,983.262,818.1154,7,1.4745
7,Namibia,B,2,Group stage,476.3079,540.5311,4,-1.0035
8,Scotland,B,4,Group stage,471.918,542.7773,4,-1.1072
9,Oman,B,0,Group stage,431.7241,599.2177,4,-2.6171
10,New Zealand,S8_G1,10,Finalist,1281.1372,1034.1931,9,1.7149
11,West Indies,S8_G2,10,Semifinalist,1215.6612,992.941,8,1.74
12,Afghanistan,C,4,Group stage,573.0015,569.3627,4,0.0569
13,Uganda,C,0,Group stage,450.2578,741.9415,4,-4.5576
14,Papua New Guinea,C,2,Group stage,476.6099,646.134,4,-2.6488
15,South Africa,S8_G2,8,Super 8 stage,942.8537,871.703,7,0.6353
16,Sri Lanka,D,4,Group stage,515.7473,488.621,4,0.4238
17,Bangladesh,S8_G1,6,Super 8 stage,861.9478,837.1745,7,0.2212
18,Netherlands,D,2,Group stage,501.1233,521.7603,4,-0.3225
19,Nepal,D,0,Group stage,426.4192,598.5432,4,-2.6894
