,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1255.3672,1003.8702,9,1.7465
1,Pakistan,S8_G2,8,Super 8 stage,949.2246,823.5605,7,1.122
2,Ireland,A,4,Group stage,548.4518,486.3868,4,0.9698
3,Canada,A,0,Group stage,399.8348,674.3972,4,-4.29
4,United States of America,A,2,Group stage,437.2338,572.1342,4,-2.1078
5,England,S8_G2,14,Semifinalist,1125.1006,958.9821,8,1.2978
6,Australia,S8_G1,10,Super 8 stage,981.2201,803.6463,7,1.5855
7,Namibia,B,2,Group stage,443.3871,553.537,4,-1.7211
8,Scotland,B,4,Group stage,482.9894,542.6714,4,-0.9325
9,Oman,B,0,Group stage,437.0348,566.0803,4,-2.0163
10,New Zealand,S8_G1,10,Finalist,1327.9466,1049.8151,9,1.9315
11,West Indies,S8_G2,10,Semifinalist,1234.9803,983.6189,8,1.9638
12,Afghanistan,C,4,Group stage,550.5574,604.6546,4,-0.8453
13,Uganda,C,0,Group stage,439.6982,795.1347,4,-5.5537
14,Papua New Guinea,C,2,Group stage,515.9971,626.0034,4,-1.7188
15,South Africa,S8_G2,8,Super 8 stage,957.3852,875.3703,7,0.7323
16,Sri Lanka,S8_G1,6,Super 8 stage,873.288,878.6299,7,-0.0477
17,Bangladesh,D,4,Group stage,513.3082,452.785,4,0.9457
18,Netherlands,D,2,Group stage,492.4799,528.0394,4,-0.5556
19,Nepal,D,0,Group stage,425.9482,612.1157,4,-2.9089
