,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1249.5779,1002.8841,9,1.7132
1,Pakistan,S8_G2,8,Super 8 stage,958.1805,805.5229,7,1.363
2,Ireland,A,4,Group stage,524.7651,480.2297,4,0.6959
3,Canada,A,0,Group stage,398.2852,699.7516,4,-4.7104
4,United States of America,A,2,Group stage,440.4189,570.0433,4,-2.0254
5,England,S8_G2,14,Semifinalist,1153.4953,956.5049,8,1.539
6,Australia,S8_G1,8,Super 8 stage,973.683,816.7461,7,1.4012
7,Namibia,B,2,Group stage,457.4895,548.0484,4,-1.415
8,Scotland,B,4,Group stage,476.0408,550.1266,4,-1.1576
9,Oman,B,0,Group stage,438.7708,585.3524,4,-2.2903
10,New Zealand,S8_G1,12,Finalist,1279.5104,1024.1928,9,1.773
11,West Indies,S8_G2,12,Semifinalist,1220.4387,954.9828,8,2.0739
12,Afghanistan,C,4,Group stage,585.0633,599.3427,4,-0.2231
13,Uganda,C,0,Group stage,444.4436,781.0483,4,-5.2594
14,Papua New Guinea,C,2,Group stage,497.0161,643.387,4,-2.287
15,South Africa,S8_G2,8,Super 8 stage,945.7749,867.324,7,0.7005
16,Sri Lanka,D,4,Group stage,515.7353,483.3768,4,0.5056
17,Bangladesh,S8_G1,6,Super 8 stage,857.8138,847.7515,7,0.0898
18,Netherlands,D,2,Group stage,500.4492,530.2111,4,-0.465
19,Nepal,D,0,Group stage,434.9659,605.0912,4,-2.6582
