,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1260.3363,985.3677,9,1.9095
1,Pakistan,S8_G2,6,Super 8 stage,957.925,810.9931,7,1.3119
2,Ireland,A,4,Group stage,523.1246,489.0015,4,0.5332
3,Canada,A,0,Group stage,387.6051,714.7274,4,-5.1113
4,United States of America,A,2,Group stage,459.4694,566.0976,4,-1.6661
5,England,S8_G2,14,Semifinalist,1141.8299,963.6078,8,1.3924
6,Australia,S8_G1,10,Super 8 stage,989.2136,815.4738,7,1.5512
7,Namibia,B,2,Group stage,445.1981,543.6223,4,-1.5379
8,Scotland,B,4,Group stage,474.436,544.6824,4,-1.0976
9,Oman,B,0,Group stage,428.2998,579.2453,4,-2.3585
10,New Zealand,S8_G1,10,Finalist,1287.4302,1038.1466,9,1.7311
11,West Indies,S8_G2,10,Semifinalist,1219.2824,974.0716,8,1.9157
12,Afghanistan,C,4,Group stage,576.9468,583.1614,4,-0.0971
13,Uganda,C,0,Group stage,429.8729,744.6972,4,-4.9191
14,Papua New Guinea,C,2,Group stage,482.7409,640.3821,4,-2.4631
15,South Africa,S8_G2,10,Super 8 stage,972.0161,878.3871,7,0.836
16,Sri Lanka,D,4,Group stage,533.5051,489.1978,4,0.6923
17,Bangladesh,S8_G1,6,Super 8 stage,860.6596,846.4867,7,0.1265
18,Netherlands,D,2,Group stage,499.1179,538.8396,4,-0.6207
19,Nepal,D,0,Group stage,444.8525,627.6732,4,-2.8566
