,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1245.3673,1019.1983,9,1.5706
1,Pakistan,S8_G2,6,Super 8 stage,948.6422,801.7766,7,1.3113
2,Ireland,A,4,Group stage,514.5647,464.0694,4,0.789
3,Canada,A,0,Group stage,378.1165,685.2654,4,-4.7992
4,United States of America,A,2,Group stage,439.5032,539.2123,4,-1.558
5,England,S8_G2,12,Semifinalist,1129.2288,966.9075,8,1.2681
6,Australia,S8_G1,8,Super 8 stage,974.868,810.9771,7,1.4633
7,Namibia,B,4,Group stage,458.0844,527.0562,4,-1.0777
8,Scotland,B,2,Group stage,465.0497,554.0492,4,-1.3906
9,Oman,B,0,Group stage,436.6956,583.5194,4,-2.2941
10,New Zealand,S8_G1,12,Finalist,1275.061,1047.3735,9,1.5812
11,West Indies,S8_G2,12,Semifinalist,1232.9103,968.5884,8,2.065
12,Afghanistan,C,4,Group stage,570.7515,627.5545,4,-0.8875
13,Uganda,C,0,Group stage,460.0612,745.9042,4,-4.4663
14,Papua New Guinea,C,2,Group stage,520.3709,642.7353,4,-1.9119
15,South Africa,S8_G2,10,Super 8 stage,974.3405,850.8242,7,1.1028
16,Sri Lanka,D,4,Group stage,544.8687,470.8493,4,1.1566
17,Bangladesh,S8_G1,6,Super 8 stage,845.6163,836.9596,7,0.0773
18,Netherlands,D,2,Group stage,486.0561,539.8514,4,-0.8406
19,Nepal,D,0,Group stage,415.0511,632.5359,4,-3.3982
