,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1270.8625,1003.7296,9,1.8551
1,Pakistan,S8_G2,8,Super 8 stage,952.8387,828.7948,7,1.1075
2,Ireland,A,4,Group stage,525.6202,471.7015,4,0.8425
3,Canada,A,0,Group stage,399.3697,657.6003,4,-4.0349
4,United States of America,A,2,Group stage,436.3682,583.8997,4,-2.3052
5,England,S8_G2,14,Finalist,1245.9964,1076.309,9,1.1784
6,Australia,S8_G1,8,Super 8 stage,981.5826,824.3802,7,1.4036
7,Namibia,B,2,Group stage,455.2924,545.5148,4,-1.4097
8,Scotland,B,4,Group stage,472.8282,542.9669,4,-1.0959
9,Oman,B,0,Group stage,430.2037,576.1642,4,-2.2806
10,New Zealand,S8_G1,12,Semifinalist,1165.865,922.5745,8,1.9007
11,West Indies,S8_G2,10,Semifinalist,1205.3004,985.3567,8,1.7183
12,Afghanistan,C,4,Group stage,561.5856,572.1885,4,-0.1657
13,Uganda,C,0,Group stage,433.9815,722.8695,4,-4.5139
14,Papua New Guinea,C,2,Group stage,475.0554,630.4618,4,-2.4282
15,South Africa,S8_G2,8,Super 8 stage,961.3818,872.7842,7,0.7911
16,Sri Lanka,D,4,Group stage,534.3625,489.1378,4,0.7066
17,Bangladesh,S8_G1,6,Super 8 stage,855.1683,844.1194,7,0.0987
18,Netherlands,D,2,Group stage,507.1807,543.3644,4,-0.5654
19,Nepal,D,0,Group stage,433.3898,610.316,4,-2.7645
