,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1281.5649,1005.451,9,1.9175
1,Pakistan,S8_G2,8,Super 8 stage,933.38,821.1069,7,1.0024
2,Ireland,A,4,Group stage,524.5985,477.4565,4,0.7366
3,Canada,A,0,Group stage,376.0464,677.9493,4,-4.7172
4,United States of America,A,2,Group stage,459.6813,563.3971,4,-1.6206
5,England,S8_G2,12,Semifinalist,1132.6501,975.4666,8,1.228
6,Australia,S8_G1,12,Finalist,1235.2943,1082.6587,9,1.06
7,Namibia,B,0,Group stage,445.4348,545.6677,4,-1.5661
8,Scotland,B,4,Group stage,482.8722,525.4351,4,-0.665
9,Oman,B,2,Group stage,428.4955,568.4451,4,-2.1867
10,New Zealand,S8_G1,10,Super 8 stage,1050.0329,790.5208,7,2.3171
11,West Indies,S8_G2,10,Semifinalist,1207.8098,984.7855,8,1.7424
12,Afghanistan,C,4,Group stage,587.176,588.8082,4,-0.0255
13,Uganda,C,0,Group stage,449.8742,756.869,4,-4.7968
14,Papua New Guinea,C,2,Group stage,512.9027,670.6828,4,-2.4653
15,South Africa,S8_G2,8,Super 8 stage,947.2681,865.0791,7,0.7338
16,Sri Lanka,D,4,Group stage,519.8461,481.8281,4,0.594
17,Bangladesh,S8_G1,6,Super 8 stage,847.8603,840.2223,7,0.0682
18,Netherlands,D,2,Group stage,497.3708,524.4928,4,-0.4238
19,Nepal,D,0,Group stage,420.0479,593.8843,4,-2.7162
