,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1258.5924,989.9741,9,1.8654
1,Pakistan,S8_G2,6,Super 8 stage,937.2406,819.2748,7,1.0533
2,Ireland,A,4,Group stage,527.2663,491.7561,4,0.5548
3,Canada,A,0,Group stage,378.5295,686.8476,4,-4.8175
4,United States of America,A,2,Group stage,455.8578,542.0713,4,-1.3471
5,England,S8_G2,12,Semifinalist,1145.4119,983.032,8,1.2686
6,Australia,S8_G1,12,Finalist,1230.5348,1088.4547,9,0.9867
7,Namibia,B,4,Group stage,466.1436,536.6957,4,-1.1024
8,Scotland,B,2,Group stage,481.6085,553.2719,4,-1.1197
9,Oman,B,0,Group stage,459.0874,591.3241,4,-2.0662
10,New Zealand,S8_G1,10,Super 8 stage,1043.7464,783.0453,7,2.3277
11,West Indies,S8_G2,8,Super 8 stage,1075.4677,858.9547,7,1.9332
12,Afghanistan,C,4,Group stage,573.7704,595.7519,4,-0.3435
13,Uganda,C,0,Group stage,452.7142,745.1195,4,-4.5688
14,Papua New Guinea,C,2,Group stage,492.254,637.434,4,-2.2684
15,South Africa,S8_G2,12,Semifinalist,1080.2442,1003.4337,8,0.6001
16,Sri Lanka,D,4,Group stage,531.8016,480.2261,4,0.8059
17,Bangladesh,S8_G1,6,Super 8 stage,838.3443,829.2267,7,0.0814
18,Netherlands,D,2,Group stage,483.5774,528.9426,4,-0.7088
19,Nepal,D,0,Group stage,441.3618,608.7178,4,-2.6149
