,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1239.4212,1004.6145,9,1.6306
1,Pakistan,S8_G2,8,Super 8 stage,968.8996,811.661,7,1.4039
2,Ireland,A,4,Group stage,513.7669,468.4869,4,0.7075
3,Canada,A,0,Group stage,361.0026,681.9341,4,-5.0146
4,United States of America,A,2,Group stage,460.7557,564.2597,4,-1.6172
5,England,S8_G2,12,Semifinalist,1154.925,966.3958,8,1.4729
6,Australia,S8_G1,12,Champion,1243.2881,1058.2299,9,1.2851
7,Namibia,B,2,Group stage,461.4052,551.7562,4,-1.4117
8,Scotland,B,4,Group stage,482.4666,548.561,4,-1.0327
9,Oman,B,0,Group stage,442.7856,596.7539,4,-2.4058
10,New Zealand,S8_G1,10,Super 8 stage,1042.648,775.5539,7,2.3848
11,West Indies,S8_G2,10,Semifinalist,1195.1196,980.9496,8,1.6732
12,Afghanistan,C,4,Group stage,558.2184,603.4835,4,-0.7073
13,Uganda,C,0,Group stage,462.7544,755.8025,4,-4.5789
14,Papua New Guinea,C,2,Group stage,505.236,635.9202,4,-2.0419
15,South Africa,S8_G2,8,Super 8 stage,971.3163,871.8741,7,0.8879
16,Sri Lanka,D,4,Group stage,523.0138,479.2231,4,0.6842
17,Bangladesh,S8_G1,6,Super 8 stage,849.6317,838.0284,7,0.1036
18,Netherlands,D,2,Group stage,478.3904,541.6466,4,-0.9884
19,Nepal,D,0,Group stage,419.933,599.8433,4,-2.8111
