,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1270.3148,1024.0587,9,1.7101
1,Pakistan,S8_G2,6,Super 8 stage,939.6473,821.0101,7,1.0593
2,Ireland,A,4,Group stage,524.514,490.7232,4,0.528
3,Canada,A,0,Group stage,405.3017,675.7111,4,-4.2251
4,United States of America,A,2,Group stage,468.7815,573.4037,4,-1.6347
5,England,S8_G2,12,Semifinalist,1131.5879,974.6405,8,1.2262
6,Australia,S8_G1,10,Finalist,1238.8514,1073.0124,9,1.1517
7,Namibia,B,4,Group stage,470.2177,544.223,4,-1.1563
8,Scotland,B,2,Group stage,452.5041,551.6527,4,-1.5492
9,Oman,B,0,Group stage,453.0499,569.1609,4,-1.8142
10,New Zealand,S8_G1,8,Super 8 stage,1052.6194,793.1726,7,2.3165
11,West Indies,S8_G2,14,Semifinalist,1228.1779,988.3562,8,1.8736
12,Afghanistan,C,4,Group stage,560.0371,587.532,4,-0.4296
13,Uganda,C,0,Group stage,452.6517,774.8475,4,-5.0343
14,Papua New Guinea,C,2,Group stage,511.3477,647.2601,4,-2.1236
15,South Africa,S8_G2,10,Super 8 stage,944.4998,850.3592,7,0.8405
16,Sri Lanka,S8_G1,6,Super 8 stage,877.1041,871.1948,7,0.0528
17,Bangladesh,D,4,Group stage,512.7483,455.7773,4,0.8902
18,Netherlands,D,2,Group stage,471.7506,541.308,4,-1.0868
19,Nepal,D,0,Group stage,427.7856,586.0884,4,-2.4735
