,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1236.673,994.3266,9,1.683
1,Pakistan,S8_G2,6,Super 8 stage,950.8006,797.629,7,1.3676
2,Ireland,A,4,Group stage,513.4143,479.7711,4,0.5257
3,Canada,A,0,Group stage,364.0079,656.0059,4,-4.5625
4,United States of America,A,2,Group stage,438.799,559.8832,4,-1.8919
5,England,S8_G2,12,Finalist,1265.9341,1090.2949,9,1.2197
6,Australia,S8_G1,12,Semifinalist,1112.6514,940.5248,8,1.3447
7,Namibia,B,2,Group stage,453.835,542.9721,4,-1.3928
8,Scotland,B,4,Group stage,471.0992,536.1937,4,-1.0171
9,Oman,B,0,Group stage,439.7395,577.4145,4,-2.1512
10,New Zealand,S8_G1,10,Super 8 stage,1044.2949,771.5066,7,2.4356
11,West Indies,S8_G2,10,Semifinalist,1199.8989,972.9914,8,1.7727
12,Afghanistan,C,4,Group stage,571.5616,605.509,4,-0.5304
13,Uganda,C,0,Group stage,425.5066,760.1715,4,-5.2291
14,Papua New Guinea,C,2,Group stage,517.3448,641.7549,4,-1.9439
15,South Africa,S8_G2,10,Super 8 stage,952.0886,855.1627,7,0.8654
16,Sri Lanka,D,4,Group stage,514.9637,484.8565,4,0.4704
17,Bangladesh,S8_G1,6,Super 8 stage,861.4071,832.8442,7,0.255
18,Netherlands,D,2,Group stage,493.2349,541.4167,4,-0.7528
19,Nepal,D,0,Group stage,425.4885,611.5143,4,-2.9067
