,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1261.3134,1012.4417,9,1.7283
1,Pakistan,S8_G2,8,Super 8 stage,968.6657,825.7265,7,1.2762
2,Ireland,A,4,Group stage,529.3063,492.2793,4,0.5785
3,Canada,A,0,Group stage,410.0428,676.1384,4,-4.1577
4,United States of America,A,2,Group stage,436.6803,568.929,4,-2.0664
5,England,S8_G2,12,Semifinalist,1138.6544,954.8716,8,1.4358
6,Australia,S8_G1,10,Super 8 stage,987.1767,815.8248,7,1.5299
7,Namibia,B,2,Group stage,450.3247,565.3572,4,-1.7974
8,Scotland,B,2,Group stage,460.8194,528.9607,4,-1.0647
9,Oman,B,2,Group stage,436.6736,564.1734,4,-1.9922
10,New Zealand,S8_G1,10,Semifinalist,1173.9084,922.9635,8,1.9605
11,West Indies,S8_G2,12,Finalist,1370.0618,1109.9033,9,1.8067
12,Afghanistan,C,4,Group stage,587.2726,609.6032,4,-0.3489
13,Uganda,C,2,Group stage,455.7081,739.0292,4,-4.4269
14,Papua New Guinea,C,0,Group stage,490.1057,682.7795,4,-3.0105
15,South Africa,S8_G2,8,Super 8 stage,962.0076,875.0048,7,0.7768
16,Sri Lanka,S8_G1,6,Super 8 stage,863.95,869.5671,7,-0.0502
17,Bangladesh,D,4,Group stage,519.9065,444.1991,4,1.1829
18,Netherlands,D,2,Group stage,487.4237,533.2231,4,-0.7156
19,Nepal,D,0,Group stage,419.1587,618.1851,4,-3.1098
