,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1265.2072,1009.2739,9,1.7773
1,Pakistan,S8_G2,8,Super 8 stage,950.9586,813.434,7,1.2279
2,Ireland,A,4,Group stage,513.1099,471.1387,4,0.6558
3,Canada,A,0,Group stage,399.4235,668.9853,4,-4.2119
4,United States of America,A,2,Group stage,428.686,573.5543,4,-2.2636
5,England,S8_G2,14,Finalist,1272.5428,1100.3744,9,1.1956
6,Australia,S8_G1,10,Super 8 stage,972.2942,814.0416,7,1.413
7,Namibia,B,2,Group stage,477.1873,535.1327,4,-0.9054
8,Scotland,B,4,Group stage,477.1926,548.8601,4,-1.1198
9,Oman,B,0,Group stage,429.2998,582.8202,4,-2.3988
10,New Zealand,S8_G1,10,Semifinalist,1190.7307,909.4359,8,2.1976
11,West Indies,S8_G2,10,Semifinalist,1239.4625,982.0733,8,2.0109
12,Afghanistan,C,2,Group stage,566.2152,636.4121,4,-1.0968
13,Uganda,C,0,Group stage,441.2289,761.3298,4,-5.0016
14,Papua New Guinea,C,4,Group stage,516.7342,644.6563,4,-1.9988
15,South Africa,S8_G2,8,Super 8 stage,954.4889,864.2904,7,0.8053
16,Sri Lanka,D,4,Group stage,540.3904,472.8008,4,1.0561
17,Bangladesh,S8_G1,6,Super 8 stage,847.4303,844.5368,7,0.0258
18,Netherlands,D,2,Group stage,491.633,535.5202,4,-0.6857
19,Nepal,D,0,Group stage,423.1554,628.7006,4,-3.2116
