,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1263.1731,1006.8547,9,1.78
1,Pakistan,S8_G2,8,Super 8 stage,968.8705,822.1094,7,1.3104
2,Ireland,A,4,Group stage,537.4043,479.7078,4,0.9015
3,Canada,A,0,Group stage,383.7323,687.6598,4,-4.7489
4,United States of America,A,2,Group stage,445.0755,571.9953,4,-1.9831
5,England,S8_G2,14,Finalist,1277.7581,1097.2847,9,1.2533
6,Australia,S8_G1,10,Super 8 stage,975.9571,810.3397,7,1.4787
7,Namibia,B,4,Group stage,471.8329,534.9535,4,-0.9863
8,Scotland,B,2,Group stage,473.2008,555.3955,4,-1.2843
9,Oman,B,0,Group stage,438.2334,590.7161,4,-2.3825
10,New Zealand,S8_G1,10,Semifinalist,1164.3424,918.9814,8,1.9169
11,West Indies,S8_G2,10,Semifinalist,1234.3335,987.2413,8,1.9304
12,Afghanistan,C,4,Group stage,582.1971,614.7042,4,-0.5079
13,Uganda,C,0,Group stage,453.1309,777.6024,4,-5.0699
14,Papua New Guinea,C,2,Group stage,504.4432,643.2815,4,-2.1693
15,South Africa,S8_G2,8,Super 8 stage,959.54,874.5766,7,0.7586
16,Sri Lanka,D,4,Group stage,525.977,481.728,4,0.6914
17,Bangladesh,S8_G1,6,Super 8 stage,869.6103,843.2703,7,0.2352
18,Netherlands,D,2,Group stage,496.3031,526.2925,4,-0.4686
19,Nepal,D,0,Group stage,419.6562,620.0772,4,-3.1316
