,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1263.8806,1001.9739,9,1.8188
1,Pakistan,S8_G2,8,Super 8 stage,946.3575,818.602,7,1.1407
2,Ireland,A,4,Group stage,528.1878,483.3961,4,0.6999
3,Canada,A,0,Group stage,392.9981,658.2762,4,-4.145
4,United States of America,A,2,Group stage,414.2828,560.9385,4,-2.2915
5,England,S8_G2,12,Semifinalist,1120.3918,964.7774,8,1.2157
6,Australia,S8_G1,14,Finalist,1243.4968,1061.7497,9,1.2621
7,Namibia,B,4,Group stage,476.7453,534.5899,4,-0.9038
8,Scotland,B,2,Group stage,453.377,548.7613,4,-1.4904
9,Oman,B,0,Group stage,434.9348,581.1352,4,-2.2844
10,New Zealand,S8_G1,10,Super 8 stage,1040.9336,778.9868,7,2.3388
11,West Indies,S8_G2,10,Semifinalist,1203.1254,978.7789,8,1.7527
12,Afghanistan,C,4,Group stage,570.0399,593.5214,4,-0.3669
13,Uganda,C,0,Group stage,441.7223,747.9855,4,-4.7854
14,Papua New Guinea,C,2,Group stage,514.4124,644.3676,4,-2.0305
15,South Africa,S8_G2,8,Super 8 stage,957.6489,868.8897,7,0.7925
16,Sri Lanka,D,4,Group stage,527.7064,486.8304,4,0.6387
17,Bangladesh,S8_G1,6,Super 8 stage,849.3596,843.2699,7,0.0544
18,Netherlands,D,2,Group stage,491.5162,532.9034,4,-0.6467
19,Nepal,D,0,Group stage,439.1969,620.5803,4,-2.8341
