,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1258.2274,1002.7528,9,1.7741
1,Pakistan,S8_G2,8,Super 8 stage,976.64,814.8562,7,1.4445
2,Ireland,A,4,Group stage,530.1457,484.9241,4,0.7066
3,Canada,A,0,Group stage,388.9916,676.9979,4,-4.5001
4,United States of America,A,2,Group stage,442.6317,572.5848,4,-2.0305
5,England,S8_G2,12,Finalist,1258.1939,1099.8578,9,1.0996
6,Australia,S8_G1,12,Semifinalist,1111.466,934.0065,8,1.3864
7,Namibia,B,2,Group stage,445.6547,550.4292,4,-1.6371
8,Scotland,B,4,Group stage,484.5172,530.1177,4,-0.7125
9,Oman,B,0,Group stage,423.9112,575.336,4,-2.366
10,New Zealand,S8_G1,10,Super 8 stage,1037.2957,776.6409,7,2.3273
11,West Indies,S8_G2,8,Super 8 stage,1094.7241,836.8777,7,2.3022
12,Afghanistan,C,4,Group stage,546.988,592.09,4,-0.7047
13,Uganda,C,0,Group stage,427.6434,746.0523,4,-4.9751
14,Papua New Guinea,C,2,Group stage,510.5148,635.5026,4,-1.9529
15,South Africa,S8_G2,10,Semifinalist,1064.6732,1010.2467,8,0.4252
16,Sri Lanka,D,4,Group stage,535.5435,494.985,4,0.6337
17,Bangladesh,S8_G1,6,Super 8 stage,859.776,859.4527,7,0.0029
18,Netherlands,D,2,Group stage,490.1909,543.1025,4,-0.8267
19,Nepal,D,0,Group stage,451.188,602.1037,4,-2.3581
