,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1253.1706,1010.1162,9,1.6879
1,Pakistan,S8_G2,8,Super 8 stage,958.3003,823.4908,7,1.2037
2,Ireland,A,4,Group stage,525.2738,495.3758,4,0.4672
3,Canada,A,0,Group stage,387.6056,680.2804,4,-4.573
4,United States of America,A,2,Group stage,478.942,565.3355,4,-1.3499
5,England,S8_G2,12,Finalist,1262.5876,1083.7962,9,1.2416
6,Australia,S8_G1,12,Semifinalist,1119.2345,950.6574,8,1.317
7,Namibia,B,2,Group stage,453.0991,545.7615,4,-1.4479
8,Scotland,B,4,Group stage,465.2637,543.6809,4,-1.2253
9,Oman,B,0,Group stage,441.6018,567.3329,4,-1.9645
10,New Zealand,S8_G1,10,Super 8 stage,1066.6278,786.7947,7,2.4985
11,West Indies,S8_G2,10,Semifinalist,1223.8887,991.6458,8,1.8144
12,Afghanistan,C,4,Group stage,573.9121,601.6627,4,-0.4336
13,Uganda,C,0,Group stage,431.5036,763.3361,4,-5.1849
14,Papua New Guinea,C,2,Group stage,483.1089,620.4356,4,-2.1457
15,South Africa,S8_G2,8,Super 8 stage,953.6219,867.6675,7,0.7675
16,Sri Lanka,S8_G1,6,Super 8 stage,877.8146,878.9343,7,-0.01
17,Bangladesh,D,4,Group stage,519.8424,457.3023,4,0.9772
18,Netherlands,D,2,Group stage,506.8456,526.1671,4,-0.3019
19,Nepal,D,0,Group stage,413.9232,636.3943,4,-3.4761
