,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1240.7537,1013.6345,9,1.5772
1,Pakistan,S8_G2,8,Super 8 stage,946.2716,814.2116,7,1.1791
2,Ireland,A,4,Group stage,517.4926,477.9645,4,0.6176
3,Canada,A,0,Group stage,392.705,634.2906,4,-3.7748
4,United States of America,A,2,Group stage,419.8327,577.4095,4,-2.4621
5,England,S8_G2,12,Semifinalist,1142.6295,958.8644,8,1.4357
6,Australia,S8_G1,14,Finalist,1254.9278,1047.3216,9,1.4417
7,Namibia,B,4,Group stage,480.2838,532.0572,4,-0.809
8,Scotland,B,2,Group stage,473.2244,545.9206,4,-1.1359
9,Oman,B,0,Group stage,413.7139,604.79,4,-2.9856
10,New Zealand,S8_G1,10,Super 8 stage,1046.7388,780.3699,7,2.3783
11,West Indies,S8_G2,8,Super 8 stage,1066.7336,856.1728,7,1.88
12,Afghanistan,C,4,Group stage,562.7687,618.9718,4,-0.8782
13,Uganda,C,0,Group stage,428.0697,738.6231,4,-4.8524
14,Papua New Guinea,C,2,Group stage,520.8179,622.283,4,-1.5854
15,South Africa,S8_G2,10,Semifinalist,1085.4218,1004.2575,8,0.6341
16,Sri Lanka,D,4,Group stage,518.5052,482.5339,4,0.5621
17,Bangladesh,S8_G1,6,Super 8 stage,849.3428,827.7815,7,0.1925
18,Netherlands,D,2,Group stage,495.7859,530.1379,4,-0.5368
19,Nepal,D,0,Group stage,422.6925,611.1157,4,-2.9441
