,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1251.2207,1000.5414,9,1.7408
1,Pakistan,S8_G2,8,Super 8 stage,979.5102,809.1811,7,1.5208
2,Ireland,A,4,Group stage,497.8025,496.7516,4,0.0164
3,Canada,A,0,Group stage,389.333,691.4386,4,-4.7204
4,United States of America,A,2,Group stage,464.6464,560.1059,4,-1.4916
5,England,S8_G2,14,Semifinalist,1125.61,964.6828,8,1.2572
6,Australia,S8_G1,10,Super 8 stage,985.408,810.2881,7,1.5636
7,Namibia,B,4,Group stage,470.1142,542.2411,4,-1.127
8,Scotland,B,2,Group stage,465.0642,558.5635,4,-1.4609
9,Oman,B,0,Group stage,446.865,576.0508,4,-2.0185
10,New Zealand,S8_G1,12,Semifinalist,1174.4335,917.8583,8,2.0045
11,West Indies,S8_G2,10,Finalist,1305.214,1123.8687,9,1.2593
12,Afghanistan,C,4,Group stage,580.494,596.4773,4,-0.2497
13,Uganda,C,0,Group stage,448.9603,736.7155,4,-4.4962
14,Papua New Guinea,C,2,Group stage,507.6163,636.2378,4,-2.0097
15,South Africa,S8_G2,6,Super 8 stage,959.6759,872.2065,7,0.781
16,Sri Lanka,D,4,Group stage,531.5554,476.6339,4,0.8581
17,Bangladesh,S8_G1,8,Super 8 stage,853.9007,847.2851,7,0.0591
18,Netherlands,D,2,Group stage,501.0973,521.6978,4,-0.3219
19,Nepal,D,0,Group stage,412.183,611.8789,4,-3.1202
