,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1258.3782,1014.039,9,1.6968
1,Pakistan,S8_G2,8,Super 8 stage,952.9058,812.5531,7,1.2531
2,Ireland,A,4,Group stage,538.5039,501.019,4,0.5857
3,Canada,A,0,Group stage,417.7862,706.9506,4,-4.5182
4,United States of America,A,2,Group stage,452.9674,576.3968,4,-1.9286
5,England,S8_G2,12,Semifinalist,1135.4379,967.1373,8,1.3148
6,Australia,S8_G1,10,Champion,1247.4271,1068.4456,9,1.2429
7,Namibia,B,2,Group stage,449.0852,547.4984,4,-1.5377
8,Scotland,B,2,Group stage,462.5063,537.725,4,-1.1753
9,Oman,B,2,Group stage,433.5083,566.5233,4,-2.0784
10,New Zealand,S8_G1,8,Super 8 stage,1054.3268,785.6817,7,2.3986
11,West Indies,S8_G2,14,Semifinalist,1243.2395,972.4765,8,2.1153
12,Afghanistan,C,4,Group stage,548.247,598.5552,4,-0.7861
13,Uganda,C,0,Group stage,433.6423,768.6547,4,-5.2346
14,Papua New Guinea,C,2,Group stage,494.722,632.024,4,-2.1453
15,South Africa,S8_G2,8,Super 8 stage,947.8696,863.6537,7,0.7519
16,Sri Lanka,D,4,Group stage,517.8784,474.0242,4,0.6852
17,Bangladesh,S8_G1,6,Super 8 stage,851.7323,830.8669,7,0.1863
18,Netherlands,D,2,Group stage,491.9946,522.0686,4,-0.4699
19,Nepal,D,0,Group stage,430.5083,616.3736,4,-2.9041
