,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1264.58,1006.9971,9,1.7888
1,Pakistan,S8_G2,6,Super 8 stage,967.8951,824.4437,7,1.2808
2,Ireland,A,4,Group stage,519.6945,476.3491,4,0.6773
3,Canada,A,0,Group stage,385.2643,676.9616,4,-4.5578
4,United States of America,A,2,Group stage,432.2237,559.7904,4,-1.9932
5,England,S8_G2,12,Semifinalist,1133.3285,961.512,8,1.3423
6,Australia,S8_G1,10,Super 8 stage,967.6454,793.0315,7,1.5591
7,Namibia,B,4,Group stage,460.835,520.7526,4,-0.9362
8,Scotland,B,2,Group stage,448.646,556.6786,4,-1.688
9,Oman,B,0,Group stage,440.5547,583.5514,4,-2.2343
10,New Zealand,S8_G1,12,Finalist,1302.7605,1038.99,9,1.8317
11,West Indies,S8_G2,10,Semifinalist,1216.5907,994.4895,8,1.7352
12,Afghanistan,C,4,Group stage,602.702,572.3769,4,0.4738
13,Uganda,C,0,Group stage,436.5056,798.7593,4,-5.6602
14,Papua New Guinea,C,2,Group stage,519.9883,650.4546,4,-2.0385
15,South Africa,S8_G2,10,Super 8 stage,959.5722,887.7703,7,0.6411
16,Sri Lanka,D,4,Group stage,525.5536,485.5496,4,0.6251
17,Bangladesh,S8_G1,6,Super 8 stage,849.0735,847.6545,7,0.0127
18,Netherlands,D,2,Group stage,507.3625,538.9729,4,-0.4939
19,Nepal,D,0,Group stage,454.5942,620.2848,4,-2.5889
