,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1268.7574,1011.265,9,1.7881
1,Pakistan,S8_G2,6,Super 8 stage,937.9018,832.6234,7,0.94
2,Ireland,A,4,Group stage,538.3274,484.3103,4,0.844
3,Canada,A,0,Group stage,411.3648,670.1674,4,-4.0438
4,United States of America,A,2,Group stage,445.3994,571.9177,4,-1.9768
5,England,S8_G2,12,Semifinalist,1136.1831,978.034,8,1.2355
6,Australia,S8_G1,12,Finalist,1238.0949,1085.3296,9,1.0609
7,Namibia,B,4,Group stage,461.341,523.7042,4,-0.9744
8,Scotland,B,2,Group stage,474.3871,531.8901,4,-0.8985
9,Oman,B,0,Group stage,424.3072,590.5753,4,-2.5979
10,New Zealand,S8_G1,10,Super 8 stage,1034.8157,773.4555,7,2.3336
11,West Indies,S8_G2,10,Semifinalist,1204.2143,977.1263,8,1.7741
12,Afghanistan,C,4,Group stage,583.5348,584.7722,4,-0.0193
13,Uganda,C,0,Group stage,428.2326,762.0553,4,-5.216
14,Papua New Guinea,C,2,Group stage,502.7109,637.4759,4,-2.1057
15,South Africa,S8_G2,8,Super 8 stage,946.4603,870.1767,7,0.6811
16,Sri Lanka,D,4,Group stage,528.5768,477.8178,4,0.7931
17,Bangladesh,S8_G1,8,Super 8 stage,865.1248,844.3572,7,0.1854
18,Netherlands,D,2,Group stage,519.4419,527.9961,4,-0.1337
19,Nepal,D,0,Group stage,419.2789,633.4051,4,-3.3457
