,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1236.6364,1012.2429,9,1.5583
1,Pakistan,S8_G2,8,Super 8 stage,939.6346,817.3812,7,1.0915
2,Ireland,A,4,Group stage,514.9798,483.0537,4,0.4988
3,Canada,A,0,Group stage,383.1859,631.2553,4,-3.8761
4,United States of America,A,2,Group stage,442.4389,547.9212,4,-1.6482
5,England,S8_G2,14,Semifinalist,1122.0769,979.0926,8,1.1171
6,Australia,S8_G1,8,Super 8 stage,973.4271,820.1339,7,1.3687
7,Namibia,B,4,Group stage,459.8078,523.0004,4,-0.9874
8,Scotland,B,2,Group stage,480.5591,535.6618,4,-0.861
9,Oman,B,0,Group stage,434.8595,577.5819,4,-2.23
10,New Zealand,S8_G1,14,Finalist,1305.8746,1025.5853,9,1.9465
11,West Indies,S8_G2,10,Semifinalist,1228.7724,964.4925,8,2.0647
12,Afghanistan,C,4,Group stage,567.6605,600.3634,4,-0.511
13,Uganda,C,0,Group stage,423.4081,744.3366,4,-5.0145
14,Papua New Guinea,C,2,Group stage,479.3694,647.3411,4,-2.6246
15,South Africa,S8_G2,8,Super 8 stage,952.6833,886.3181,7,0.5925
16,Sri Lanka,S8_G1,6,Super 8 stage,886.5944,872.2227,7,0.1283
17,Bangladesh,D,4,Group stage,526.1228,460.176,4,1.0304
18,Netherlands,D,2,Group stage,505.5133,548.3864,4,-0.6699
19,Nepal,D,0,Group stage,433.0605,620.1182,4,-2.9228
