,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1268.5122,1000.8047,9,1.8591
1,Pakistan,S8_G2,8,Super 8 stage,966.4717,813.5824,7,1.3651
2,Ireland,A,4,Group stage,543.8717,489.7533,4,0.8456
3,Canada,A,0,Group stage,384.4475,696.4642,4,-4.8753
4,United States of America,A,2,Group stage,431.4404,572.2626,4,-2.2003
5,England,S8_G2,12,Semifinalist,1147.2661,964.7562,8,1.4259
6,Australia,S8_G1,12,Semifinalist,1110.5925,944.4849,8,1.2977
7,Namibia,B,4,Group stage,467.9673,549.5783,4,-1.2752
8,Scotland,B,2,Group stage,484.4558,561.0926,4,-1.1974
9,Oman,B,0,Group stage,453.2952,612.1928,4,-2.4828
10,New Zealand,S8_G1,8,Super 8 stage,1063.3056,785.1221,7,2.4838
11,West Indies,S8_G2,12,Finalist,1354.707,1121.702,9,1.6181
12,Afghanistan,C,4,Group stage,576.2547,612.7118,4,-0.5696
13,Uganda,C,0,Group stage,438.9397,759.5921,4,-5.0102
14,Papua New Guinea,C,2,Group stage,510.2352,638.2655,4,-2.0005
15,South Africa,S8_G2,8,Super 8 stage,954.4833,885.397,7,0.6168
16,Sri Lanka,D,4,Group stage,520.4447,481.095,4,0.6148
17,Bangladesh,S8_G1,6,Super 8 stage,867.2706,826.1134,7,0.3675
18,Netherlands,D,2,Group stage,500.4688,542.344,4,-0.6543
19,Nepal,D,0,Group stage,433.7662,620.8816,4,-2.9237
