,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1253.1996,999.8465,9,1.7594
1,Pakistan,S8_G2,8,Super 8 stage,938.9368,820.2173,7,1.06
2,Ireland,A,4,Group stage,509.8454,477.2642,4,0.5091
3,Canada,A,0,Group stage,398.01,663.748,4,-4.1522
4,United States of America,A,2,Group stage,452.2247,565.8423,4,-1.7753
5,England,S8_G2,14,Semifinalist,1140.3047,954.9041,8,1.4484
6,Australia,S8_G1,8,Super 8 stage,979.0175,810.0067,7,1.509
7,Namibia,B,2,Group stage,468.5281,546.4121,4,-1.2169
8,Scotland,B,4,Group stage,461.6269,556.3281,4,-1.4797
9,Oman,B,0,Group stage,432.3861,579.6327,4,-2.3007
10,New Zealand,S8_G1,12,Finalist,1295.0752,1038.8466,9,1.7794
11,West Indies,S8_G2,10,Semifinalist,1222.9436,997.9143,8,1.758
12,Afghanistan,C,4,Group stage,553.7874,602.6277,4,-0.7631
13,Uganda,C,0,Group stage,451.9203,734.6537,4,-4.4177
14,Papua New Guinea,C,2,Group stage,510.8242,650.6122,4,-2.1842
15,South Africa,S8_G2,8,Super 8 stage,958.2274,862.5889,7,0.8539
16,Sri Lanka,D,4,Group stage,514.0393,487.5836,4,0.4134
17,Bangladesh,S8_G1,6,Super 8 stage,875.9919,836.7658,7,0.3502
18,Netherlands,D,2,Group stage,507.8718,531.1724,4,-0.3641
19,Nepal,D,0,Group stage,405.7536,613.5475,4,-3.2468
