,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1250.322,1007.3418,9,1.6874
1,Pakistan,S8_G2,8,Super 8 stage,978.9317,809.6179,7,1.5117
2,Ireland,A,4,Group stage,539.1862,486.4886,4,0.8234
3,Canada,A,0,Group stage,399.8536,690.3342,4,-4.5388
4,United States of America,A,2,Group stage,453.2881,589.6212,4,-2.1302
5,England,S8_G2,12,Semifinalist,1125.4702,971.2369,8,1.2049
6,Australia,S8_G1,10,Finalist,1245.3344,1071.0105,9,1.2106
7,Namibia,B,4,Group stage,465.2795,534.1992,4,-1.0769
8,Scotland,B,2,Group stage,455.633,537.6191,4,-1.281
9,Oman,B,0,Group stage,431.249,587.193,4,-2.4366
10,New Zealand,S8_G1,8,Super 8 stage,1031.963,770.7341,7,2.3324
11,West Indies,S8_G2,14,Semifinalist,1234.2549,967.182,8,2.0865
12,Afghanistan,C,4,Group stage,561.6051,583.5136,4,-0.3423
13,Uganda,C,0,Group stage,407.6095,747.9232,4,-5.3174
14,Papua New Guinea,C,2,Group stage,490.771,628.7042,4,-2.1552
15,South Africa,S8_G2,8,Super 8 stage,945.1215,864.4345,7,0.7204
16,Sri Lanka,D,4,Group stage,520.7777,472.6378,4,0.7522
17,Bangladesh,S8_G1,6,Super 8 stage,856.4762,847.7873,7,0.0776
18,Netherlands,D,2,Group stage,497.5072,546.7802,4,-0.7699
19,Nepal,D,0,Group stage,425.067,601.342,4,-2.7543
