,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1257.0267,996.2253,9,1.8111
1,Pakistan,S8_G2,6,Super 8 stage,950.4275,827.115,7,1.101
2,Ireland,A,4,Group stage,524.1115,486.4753,4,0.5881
3,Canada,A,0,Group stage,388.994,681.0943,4,-4.5641
4,United States of America,A,2,Group stage,459.165,572.7688,4,-1.7751
5,England,S8_G2,12,Semifinalist,1131.2446,964.4154,8,1.3034
6,Australia,S8_G1,12,Finalist,1244.129,1078.6721,9,1.149
7,Namibia,B,2,Group stage,461.1651,536.2837,4,-1.1737
8,Scotland,B,4,Group stage,471.3744,534.1978,4,-0.9816
9,Oman,B,0,Group stage,441.621,597.966,4,-2.4429
10,New Zealand,S8_G1,8,Super 8 stage,1028.5913,779.6934,7,2.2223
11,West Indies,S8_G2,12,Semifinalist,1219.2881,964.9034,8,1.9874
12,Afghanistan,C,4,Group stage,578.7703,611.0364,4,-0.5042
13,Uganda,C,0,Group stage,444.7082,739.4509,4,-4.6054
14,Papua New Guinea,C,2,Group stage,484.9136,647.9641,4,-2.5477
15,South Africa,S8_G2,10,Super 8 stage,969.8416,872.0542,7,0.8731
16,Sri Lanka,D,4,Group stage,522.5033,479.5335,4,0.6714
17,Bangladesh,S8_G1,6,Super 8 stage,858.1168,838.1616,7,0.1782
18,Netherlands,D,2,Group stage,494.1427,530.9567,4,-0.5752
19,Nepal,D,0,Group stage,420.3827,611.5496,4,-2.987
