,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1235.4061,1008.938,9,1.5727
1,Pakistan,S8_G2,6,Super 8 stage,948.9411,819.1633,7,1.1587
2,Ireland,A,4,Group stage,531.4125,473.5653,4,0.9039
3,Canada,A,0,Group stage,385.7386,688.6043,4,-4.7323
4,United States of America,A,2,Group stage,458.6506,551.9406,4,-1.4577
5,England,S8_G2,12,Semifinalist,1131.05,970.9315,8,1.2509
6,Australia,S8_G1,12,Finalist,1251.1077,1060.5193,9,1.3235
7,Namibia,B,4,Group stage,466.9075,545.5924,4,-1.2295
8,Scotland,B,2,Group stage,477.8513,551.6575,4,-1.1532
9,Oman,B,0,Group stage,435.4229,597.5928,4,-2.5339
10,New Zealand,S8_G1,8,Super 8 stage,1029.3073,780.001,7,2.2259
11,West Indies,S8_G2,12,Semifinalist,1220.229,980.9601,8,1.8693
12,Afghanistan,C,4,Group stage,575.0223,562.903,4,0.1894
13,Uganda,C,0,Group stage,404.6577,767.145,4,-5.6639
14,Papua New Guinea,C,2,Group stage,489.3861,616.9638,4,-1.9934
15,South Africa,S8_G2,8,Super 8 stage,959.979,873.3776,7,0.7732
16,Sri Lanka,D,4,Group stage,543.9479,478.8439,4,1.0173
17,Bangladesh,S8_G1,8,Super 8 stage,883.981,848.47,7,0.3171
18,Netherlands,D,2,Group stage,520.9117,531.1569,4,-0.1601
19,Nepal,D,0,Group stage,408.4564,650.0404,4,-3.7747
