,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Semifinalist,1137.4334,883.0634,8,1.9873
1,Pakistan,S8_G2,6,Super 8 stage,958.6527,801.8277,7,1.4002
2,Ireland,A,4,Group stage,504.6852,474.0833,4,0.4782
3,Canada,A,0,Group stage,385.5635,669.1267,4,-4.4307
4,United States of America,A,2,Group stage,426.0446,570.2131,4,-2.2526
5,England,S8_G2,12,Champion,1272.6769,1076.3774,9,1.3632
6,Australia,S8_G1,10,Super 8 stage,998.1609,805.0386,7,1.7243
7,Namibia,B,0,Group stage,436.0097,551.3248,4,-1.8018
8,Scotland,B,4,Group stage,480.1942,538.9872,4,-0.9186
9,Oman,B,2,Group stage,437.8362,589.0774,4,-2.3631
10,New Zealand,S8_G1,10,Finalist,1315.4812,1045.5684,9,1.8744
11,West Indies,S8_G2,12,Semifinalist,1218.099,967.8427,8,1.9551
12,Afghanistan,C,4,Group stage,599.4113,583.8814,4,0.2427
13,Uganda,C,0,Group stage,421.8575,788.115,4,-5.7228
14,Papua New Guinea,C,2,Group stage,527.5549,670.4034,4,-2.232
15,South Africa,S8_G2,10,Super 8 stage,958.3279,859.678,7,0.8808
16,Sri Lanka,S8_G1,6,Super 8 stage,878.0163,891.2016,7,-0.1177
17,Bangladesh,D,4,Group stage,530.1458,452.8552,4,1.2077
18,Netherlands,D,2,Group stage,477.0368,545.6041,4,-1.0714
19,Nepal,D,0,Group stage,413.8996,612.8182,4,-3.1081
