,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1243.9258,993.2547,9,1.7408
1,Pakistan,S8_G2,6,Super 8 stage,975.4264,816.2635,7,1.4211
2,Ireland,A,4,Group stage,520.2001,476.9008,4,0.6766
3,Canada,A,0,Group stage,382.8261,662.9999,4,-4.3777
4,United States of America,A,2,Group stage,445.9436,585.0634,4,-2.1737
5,England,S8_G2,12,Finalist,1258.7992,1098.4956,9,1.1132
6,Australia,S8_G1,12,Semifinalist,1108.2455,946.2059,8,1.2659
7,Namibia,B,2,Group stage,461.733,541.165,4,-1.2411
8,Scotland,B,4,Group stage,483.94,547.8345,4,-0.9984
9,Oman,B,0,Group stage,446.6134,590.6029,4,-2.2498
10,New Zealand,S8_G1,10,Super 8 stage,1042.816,787.0681,7,2.2835
11,West Indies,S8_G2,10,Super 8 stage,1050.9118,848.617,7,1.8062
12,Afghanistan,C,4,Group stage,591.0405,594.8704,4,-0.0598
13,Uganda,C,0,Group stage,453.4779,777.7944,4,-5.0674
14,Papua New Guinea,C,2,Group stage,525.3787,648.3449,4,-1.9213
15,South Africa,S8_G2,12,Semifinalist,1083.3997,1011.3666,8,0.5628
16,Sri Lanka,D,4,Group stage,524.4254,488.3047,4,0.5644
17,Bangladesh,S8_G1,6,Super 8 stage,852.5631,841.2873,7,0.1007
18,Netherlands,D,2,Group stage,503.9802,522.3952,4,-0.2877
19,Nepal,D,0,Group stage,429.7846,606.5958,4,-2.7627
