,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1254.4656,1015.0602,9,1.6625
1,Pakistan,S8_G2,8,Super 8 stage,960.3404,813.8481,7,1.308
2,Ireland,A,4,Group stage,537.7283,492.7916,4,0.7021
3,Canada,A,0,Group stage,395.1891,681.8455,4,-4.479
4,United States of America,A,2,Group stage,474.3635,587.6556,4,-1.7702
5,England,S8_G2,14,Semifinalist,1152.8518,964.2117,8,1.4738
6,Australia,S8_G1,8,Super 8 stage,974.091,812.8976,7,1.4392
7,Namibia,B,2,Group stage,460.1313,551.6164,4,-1.4295
8,Scotland,B,4,Group stage,458.1159,536.8252,4,-1.2298
9,Oman,B,0,Group stage,444.8211,589.2921,4,-2.2574
10,New Zealand,S8_G1,12,Finalist,1282.8243,1038.8723,9,1.6941
11,West Indies,S8_G2,10,Semifinalist,1236.448,981.8226,8,1.9893
12,Afghanistan,C,4,Group stage,575.6379,580.4018,4,-0.0744
13,Uganda,C,0,Group stage,411.1974,763.2156,4,-5.5003
14,Papua New Guinea,C,2,Group stage,508.0223,634.2403,4,-1.9722
15,South Africa,S8_G2,8,Super 8 stage,947.2024,853.262,7,0.8388
16,Sri Lanka,D,4,Group stage,522.238,478.5251,4,0.683
17,Bangladesh,S8_G1,6,Super 8 stage,853.5152,833.9519,7,0.1747
18,Netherlands,D,2,Group stage,485.8172,524.7644,4,-0.6086
19,Nepal,D,0,Group stage,397.7172,597.6179,4,-3.1234
