,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1269.9288,1000.8278,9,1.8688
1,Pakistan,S8_G2,8,Super 8 stage,949.4197,819.5223,7,1.1598
2,Ireland,A,4,Group stage,512.027,485.5947,4,0.413
3,Canada,A,0,Group stage,384.7101,670.4759,4,-4.4651
4,United States of America,A,2,Group stage,437.7747,556.8334,4,-1.8603
5,England,S8_G2,14,Finalist,1263.1854,1093.6851,9,1.1771
6,Australia,S8_G1,10,Super 8 stage,977.9634,816.6595,7,1.4402
7,Namibia,B,4,Group stage,470.8576,541.8918,4,-1.1099
8,Scotland,B,2,Group stage,465.8671,556.6708,4,-1.4188
9,Oman,B,0,Group stage,447.8602,577.1956,4,-2.0209
10,New Zealand,S8_G1,10,Semifinalist,1169.629,928.645,8,1.8827
11,West Indies,S8_G2,10,Semifinalist,1233.9348,975.7998,8,2.0167
12,Afghanistan,C,4,Group stage,584.5012,600.752,4,-0.2539
13,Uganda,C,0,Group stage,445.237,754.0636,4,-4.8254
14,Papua New Guinea,C,2,Group stage,499.4623,663.553,4,-2.5639
15,South Africa,S8_G2,8,Super 8 stage,960.4135,859.8961,7,0.8975
16,Sri Lanka,D,4,Group stage,538.1272,477.9632,4,0.9401
17,Bangladesh,S8_G1,6,Super 8 stage,842.5911,837.3811,7,0.0465
18,Netherlands,D,2,Group stage,488.39,544.3251,4,-0.874
19,Nepal,D,0,Group stage,431.4203,611.5649,4,-2.8148
