,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1265.3455,1025.8409,9,1.6632
1,Pakistan,S8_G2,8,Super 8 stage,953.7251,812.37,7,1.2621
2,Ireland,A,4,Group stage,522.3042,477.1039,4,0.7063
3,Canada,A,0,Group stage,373.2491,655.8858,4,-4.4162
4,United States of America,A,2,Group stage,446.1088,570.259,4,-1.9398
5,England,S8_G2,14,Finalist,1272.0119,1086.8707,9,1.2857
6,Australia,S8_G1,10,Super 8 stage,977.2753,814.0463,7,1.4574
7,Namibia,B,2,Group stage,456.3293,546.4329,4,-1.4079
8,Scotland,B,4,Group stage,457.1471,526.0851,4,-1.0772
9,Oman,B,0,Group stage,432.256,574.5087,4,-2.2227
10,New Zealand,S8_G1,10,Semifinalist,1162.5468,925.0914,8,1.8551
11,West Indies,S8_G2,10,Semifinalist,1191.6569,980.5942,8,1.6489
12,Afghanistan,C,4,Group stage,569.2997,580.9358,4,-0.1818
13,Uganda,C,0,Group stage,447.3246,719.61,4,-4.2545
14,Papua New Guinea,C,2,Group stage,507.3721,660.1678,4,-2.3874
15,South Africa,S8_G2,8,Super 8 stage,942.9468,873.4836,7,0.6202
16,Sri Lanka,D,4,Group stage,547.1842,484.6951,4,0.9764
17,Bangladesh,S8_G1,6,Super 8 stage,857.4689,853.1848,7,0.0383
18,Netherlands,D,2,Group stage,511.7424,529.9432,4,-0.2844
19,Nepal,D,0,Group stage,429.422,625.6076,4,-3.0654
