,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1270.1407,1014.757,9,1.7735
1,Pakistan,S8_G2,6,Super 8 stage,938.0034,825.3556,7,1.0058
2,Ireland,A,4,Group stage,528.6988,474.9944,4,0.8391
3,Canada,A,0,Group stage,402.8628,672.9254,4,-4.2197
4,United States of America,A,2,Group stage,451.4561,571.3481,4,-1.8733
5,England,S8_G2,12,Champion,1279.6727,1088.7834,9,1.3256
6,Australia,S8_G1,12,Semifinalist,1102.6721,935.4566,8,1.3064
7,Namibia,B,4,Group stage,472.8959,555.0652,4,-1.2839
8,Scotland,B,2,Group stage,470.3939,569.5219,4,-1.5489
9,Oman,B,0,Group stage,448.8622,581.0646,4,-2.0657
10,New Zealand,S8_G1,10,Super 8 stage,1016.1586,784.2409,7,2.0707
11,West Indies,S8_G2,8,Super 8 stage,1063.6772,848.8446,7,1.9181
12,Afghanistan,C,4,Group stage,564.8874,586.1592,4,-0.3324
13,Uganda,C,0,Group stage,429.1697,719.6669,4,-4.539
14,Papua New Guinea,C,2,Group stage,486.5355,624.8019,4,-2.1604
15,South Africa,S8_G2,10,Semifinalist,1088.7632,999.1676,8,0.7
16,Sri Lanka,D,4,Group stage,517.8151,484.1588,4,0.5259
17,Bangladesh,S8_G1,8,Super 8 stage,854.3773,839.7602,7,0.1305
18,Netherlands,D,2,Group stage,496.268,517.4188,4,-0.3305
19,Nepal,D,0,Group stage,425.3369,615.1566,4,-2.9659
