,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1255.9224,996.9877,9,1.7982
1,Pakistan,S8_G2,8,Super 8 stage,951.2195,821.7565,7,1.1559
2,Ireland,A,4,Group stage,523.9791,471.4921,4,0.8201
3,Canada,A,0,Group stage,398.089,673.0873,4,-4.2968
4,United States of America,A,2,Group stage,418.2403,566.1647,4,-2.3113
5,England,S8_G2,14,Semifinalist,1140.9946,952.8183,8,1.4701
6,Australia,S8_G1,10,Super 8 stage,984.1804,797.5589,7,1.6663
7,Namibia,B,4,Group stage,444.628,552.7973,4,-1.6901
8,Scotland,B,2,Group stage,455.014,543.9381,4,-1.3894
9,Oman,B,0,Group stage,433.068,572.8459,4,-2.184
10,New Zealand,S8_G1,10,Finalist,1278.8844,1034.0876,9,1.7
11,West Indies,S8_G2,10,Semifinalist,1191.0526,979.5539,8,1.6523
12,Afghanistan,C,4,Group stage,560.6879,610.245,4,-0.7743
13,Uganda,C,0,Group stage,456.6113,746.6665,4,-4.5321
14,Papua New Guinea,C,2,Group stage,535.3538,635.6013,4,-1.5664
15,South Africa,S8_G2,8,Super 8 stage,954.5779,863.3966,7,0.8141
16,Sri Lanka,D,4,Group stage,536.0475,479.9113,4,0.8771
17,Bangladesh,S8_G1,6,Super 8 stage,847.7884,844.5478,7,0.0289
18,Netherlands,D,2,Group stage,496.5538,555.8702,4,-0.9268
19,Nepal,D,0,Group stage,437.8957,601.4614,4,-2.5557
