,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1273.1883,992.382,9,1.95
1,Pakistan,S8_G2,8,Super 8 stage,938.4415,811.438,7,1.134
2,Ireland,A,4,Group stage,519.9119,477.4841,4,0.6629
3,Canada,A,0,Group stage,400.643,672.196,4,-4.243
4,United States of America,A,2,Group stage,417.0053,560.4877,4,-2.2419
5,England,S8_G2,14,Semifinalist,1130.5581,962.005,8,1.3168
6,Australia,S8_G1,8,Super 8 stage,989.4472,826.5858,7,1.4541
7,Namibia,B,4,Group stage,449.8619,543.0691,4,-1.4564
8,Scotland,B,2,Group stage,484.8693,557.2752,4,-1.1313
9,Oman,B,0,Group stage,435.1332,567.6844,4,-2.0711
10,New Zealand,S8_G1,12,Finalist,1319.8294,1028.6611,9,2.022
11,West Indies,S8_G2,10,Semifinalist,1207.1607,969.0958,8,1.8599
12,Afghanistan,C,4,Group stage,579.6142,601.5804,4,-0.3432
13,Uganda,C,0,Group stage,434.8665,759.4097,4,-5.071
14,Papua New Guinea,C,2,Group stage,490.7385,643.2312,4,-2.3827
15,South Africa,S8_G2,8,Super 8 stage,946.119,852.7211,7,0.8339
16,Sri Lanka,S8_G1,6,Super 8 stage,852.0624,895.1353,7,-0.3846
17,Bangladesh,D,4,Group stage,508.1519,457.3395,4,0.7939
18,Netherlands,D,2,Group stage,488.4225,512.2646,4,-0.3725
19,Nepal,D,0,Group stage,424.5796,600.5585,4,-2.7497
