,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1266.8518,995.4089,9,1.885
1,Pakistan,S8_G2,8,Super 8 stage,934.3766,815.7391,7,1.0593
2,Ireland,A,4,Group stage,507.0455,485.5215,4,0.3363
3,Canada,A,0,Group stage,393.0513,676.365,4,-4.4268
4,United States of America,A,2,Group stage,448.2458,558.0199,4,-1.7152
5,England,S8_G2,12,Semifinalist,1138.1134,949.1239,8,1.4765
6,Australia,S8_G1,10,Super 8 stage,997.301,814.5,7,1.6322
7,Namibia,B,2,Group stage,447.5059,548.7442,4,-1.5818
8,Scotland,B,4,Group stage,464.8705,537.8416,4,-1.1402
9,Oman,B,0,Group stage,432.7274,589.393,4,-2.4479
10,New Zealand,S8_G1,10,Finalist,1316.2418,1036.3212,9,1.9439
11,West Indies,S8_G2,12,Semifinalist,1208.4007,965.4575,8,1.898
12,Afghanistan,C,4,Group stage,588.0033,610.9396,4,-0.3584
13,Uganda,C,0,Group stage,434.3954,759.2818,4,-5.0764
14,Papua New Guinea,C,2,Group stage,499.8852,641.6116,4,-2.2145
15,South Africa,S8_G2,8,Super 8 stage,929.5117,871.9676,7,0.5138
16,Sri Lanka,S8_G1,6,Super 8 stage,872.5283,883.1832,7,-0.0951
17,Bangladesh,D,4,Group stage,506.483,444.2956,4,0.9717
18,Netherlands,D,2,Group stage,509.2544,531.4951,4,-0.3475
19,Nepal,D,0,Group stage,431.979,611.5619,4,-2.806
