,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1269.4498,1007.6214,9,1.8183
1,Pakistan,S8_G2,6,Super 8 stage,961.7221,814.7032,7,1.3127
2,Ireland,A,4,Group stage,531.0341,478.6449,4,0.8186
3,Canada,A,0,Group stage,374.5329,697.095,4,-5.04
4,United States of America,A,2,Group stage,456.0947,570.2963,4,-1.7844
5,England,S8_G2,12,Semifinalist,1133.014,975.6888,8,1.2291
6,Australia,S8_G1,12,Super 8 stage,985.1808,801.7075,7,1.6382
7,Namibia,B,4,Group stage,467.536,539.9273,4,-1.1311
8,Scotland,B,2,Group stage,455.7907,544.39,4,-1.3844
9,Oman,B,0,Group stage,444.1567,588.8073,4,-2.2602
10,New Zealand,S8_G1,12,Finalist,1292.5526,1051.8396,9,1.6716
11,West Indies,S8_G2,10,Semifinalist,1204.2802,995.1356,8,1.6339
12,Afghanistan,C,4,Group stage,579.8413,577.9706,4,0.0292
13,Uganda,C,0,Group stage,447.7562,734.8574,4,-4.486
14,Papua New Guinea,C,2,Group stage,491.2078,658.6028,4,-2.6155
15,South Africa,S8_G2,10,Super 8 stage,968.4844,867.8538,7,0.8985
16,Sri Lanka,D,4,Group stage,526.9002,478.9393,4,0.7494
17,Bangladesh,S8_G1,6,Super 8 stage,861.5226,839.7355,7,0.1945
18,Netherlands,D,2,Group stage,493.2259,532.7832,4,-0.6181
19,Nepal,D,0,Group stage,433.127,620.8105,4,-2.9326
