,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1260.245,1010.628,9,1.7335
1,Pakistan,S8_G2,8,Super 8 stage,957.466,824.1258,7,1.1905
2,Ireland,A,4,Group stage,515.113,465.1081,4,0.7813
3,Canada,A,0,Group stage,391.2801,679.3165,4,-4.5006
4,United States of America,A,2,Group stage,445.3892,571.967,4,-1.9778
5,England,S8_G2,12,Champion,1274.5375,1104.0039,9,1.1843
6,Australia,S8_G1,12,Semifinalist,1120.3272,949.1886,8,1.337
7,Namibia,B,2,Group stage,472.1483,543.785,4,-1.1193
8,Scotland,B,4,Group stage,479.1892,532.638,4,-0.8351
9,Oman,B,0,Group stage,428.4855,598.5892,4,-2.6579
10,New Zealand,S8_G1,10,Super 8 stage,1055.7853,776.4404,7,2.4942
11,West Indies,S8_G2,10,Semifinalist,1218.1085,991.7607,8,1.7683
12,Afghanistan,C,4,Group stage,529.1908,586.0804,4,-0.8889
13,Uganda,C,0,Group stage,446.0265,741.4382,4,-4.6158
14,Papua New Guinea,C,2,Group stage,489.968,634.6429,4,-2.2605
15,South Africa,S8_G2,8,Super 8 stage,960.8558,872.9385,7,0.785
16,Sri Lanka,S8_G1,6,Super 8 stage,874.7814,869.4905,7,0.0472
17,Bangladesh,D,4,Group stage,517.1309,458.9968,4,0.9083
18,Netherlands,D,2,Group stage,492.2528,539.6985,4,-0.7413
19,Nepal,D,0,Group stage,440.8518,618.2961,4,-2.7726
