,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Finalist,1262.0344,1013.0348,9,1.7292
1,Pakistan,S8_G2,8,Super 8 stage,953.6041,810.8339,7,1.2747
2,Ireland,A,4,Group stage,506.6084,493.8646,4,0.1991
3,Canada,A,0,Group stage,394.7855,677.8353,4,-4.4227
4,United States of America,A,2,Group stage,455.8797,553.5497,4,-1.5261
5,England,S8_G2,10,Semifinalist,1145.6874,969.1793,8,1.379
6,Australia,S8_G1,14,Champion,1259.118,1046.3747,9,1.4774
7,Namibia,B,2,Group stage,445.0009,552.1338,4,-1.674
8,Scotland,B,4,Group stage,478.7959,554.1266,4,-1.177
9,Oman,B,0,Group stage,422.0598,579.383,4,-2.4582
10,New Zealand,S8_G1,10,Super 8 stage,1015.2571,792.0005,7,1.9934
11,West Indies,S8_G2,10,Semifinalist,1213.0275,990.2558,8,1.7404
12,Afghanistan,C,4,Group stage,602.0023,600.4621,4,0.0241
13,Uganda,C,0,Group stage,443.2469,757.2414,4,-4.9062
14,Papua New Guinea,C,2,Group stage,507.5264,640.3439,4,-2.0753
15,South Africa,S8_G2,10,Super 8 stage,949.5793,869.5754,7,0.7143
16,Sri Lanka,D,4,Group stage,543.3176,488.7582,4,0.8525
17,Bangladesh,S8_G1,6,Super 8 stage,858.5264,838.9969,7,0.1744
18,Netherlands,D,2,Group stage,488.3959,529.7758,4,-0.6466
19,Nepal,D,0,Group stage,433.5479,620.2756,4,-2.9176
