,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1246.3457,1006.5076,9,1.6655
1,Pakistan,S8_G2,10,Super 8 stage,937.919,814.9779,7,1.0977
2,Ireland,A,4,Group stage,512.2354,476.8974,4,0.5522
3,Canada,A,0,Group stage,403.71,639.5131,4,-3.6844
4,United States of America,A,2,Group stage,436.5937,571.3973,4,-2.1063
5,England,S8_G2,12,Semifinalist,1136.1451,961.205,8,1.3667
6,Australia,S8_G1,10,Finalist,1240.4173,1066.8394,9,1.2054
7,Namibia,B,0,Group stage,446.2008,550.1945,4,-1.6249
8,Scotland,B,2,Group stage,452.1581,560.8896,4,-1.6989
9,Oman,B,4,Group stage,456.8397,562.8377,4,-1.6562
10,New Zealand,S8_G1,8,Super 8 stage,1020.3515,785.4525,7,2.0973
11,West Indies,S8_G2,12,Semifinalist,1241.992,988.5377,8,1.9801
12,Afghanistan,C,4,Group stage,569.2877,580.8542,4,-0.1807
13,Uganda,C,0,Group stage,458.3235,734.0506,4,-4.3082
14,Papua New Guinea,C,2,Group stage,493.9742,670.2988,4,-2.7551
15,South Africa,S8_G2,8,Super 8 stage,941.4248,873.4959,7,0.6065
16,Sri Lanka,D,4,Group stage,514.4631,481.7214,4,0.5116
17,Bangladesh,S8_G1,6,Super 8 stage,868.5069,838.449,7,0.2684
18,Netherlands,D,2,Group stage,495.2034,535.4076,4,-0.6282
19,Nepal,D,0,Group stage,424.8415,597.4062,4,-2.6963
