,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1290.8397,1016.8115,9,1.903
1,Pakistan,S8_G2,8,Super 8 stage,950.7627,815.8105,7,1.2049
2,Ireland,A,4,Group stage,536.6738,487.0853,4,0.7748
3,Canada,A,0,Group stage,385.212,681.154,4,-4.6241
4,United States of America,A,2,Group stage,449.0373,577.486,4,-2.007
5,England,S8_G2,12,Semifinalist,1148.8589,982.3272,8,1.301
6,Australia,S8_G1,10,Super 8 stage,985.0363,808.8684,7,1.5729
7,Namibia,B,4,Group stage,474.5967,556.1199,4,-1.2738
8,Scotland,B,2,Group stage,468.8089,550.8722,4,-1.2822
9,Oman,B,0,Group stage,432.0787,581.1918,4,-2.3299
10,New Zealand,S8_G1,10,Finalist,1292.8119,1043.5471,9,1.731
11,West Indies,S8_G2,12,Semifinalist,1211.5345,986.7305,8,1.7563
12,Afghanistan,C,4,Group stage,567.8801,582.6273,4,-0.2304
13,Uganda,C,0,Group stage,445.0805,745.5321,4,-4.6946
14,Papua New Guinea,C,2,Group stage,509.7636,642.3873,4,-2.0722
15,South Africa,S8_G2,8,Super 8 stage,957.0925,873.865,7,0.7431
16,Sri Lanka,S8_G1,6,Super 8 stage,875.9272,877.0212,7,-0.0098
17,Bangladesh,D,4,Group stage,510.517,449.8732,4,0.9476
18,Netherlands,D,2,Group stage,500.5067,542.3028,4,-0.6531
19,Nepal,D,0,Group stage,433.6752,625.0809,4,-2.9907
