,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1243.3259,1004.7466,9,1.6568
1,Pakistan,S8_G2,8,Super 8 stage,957.1223,809.5517,7,1.3176
2,Ireland,A,4,Group stage,511.979,494.9208,4,0.2665
3,Canada,A,0,Group stage,392.0427,663.2274,4,-4.2373
4,United States of America,A,2,Group stage,443.3782,550.825,4,-1.6789
5,England,S8_G2,14,Semifinalist,1143.487,959.2937,8,1.439
6,Australia,S8_G1,8,Super 8 stage,977.1209,811.1383,7,1.482
7,Namibia,B,4,Group stage,479.3997,546.5557,4,-1.0493
8,Scotland,B,2,Group stage,477.1466,556.5875,4,-1.2413
9,Oman,B,0,Group stage,431.6433,595.6241,4,-2.5622
10,New Zealand,S8_G1,10,Champion,1322.865,1042.7203,9,1.9454
11,West Indies,S8_G2,12,Semifinalist,1213.7075,985.9142,8,1.7796
12,Afghanistan,C,4,Group stage,562.4092,595.0053,4,-0.5093
13,Uganda,C,0,Group stage,436.4089,774.2825,4,-5.2793
14,Papua New Guinea,C,2,Group stage,523.0227,647.0162,4,-1.9374
15,South Africa,S8_G2,8,Super 8 stage,953.3924,868.3154,7,0.7596
16,Sri Lanka,D,4,Group stage,511.2116,485.8581,4,0.3961
17,Bangladesh,S8_G1,6,Super 8 stage,869.5851,828.4283,7,0.3675
18,Netherlands,D,2,Group stage,495.354,527.3765,4,-0.5004
19,Nepal,D,0,Group stage,424.9054,622.1198,4,-3.0815
