,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1259.1457,1010.194,9,1.7288
1,Pakistan,S8_G2,8,Super 8 stage,961.8619,818.2698,7,1.2821
2,Ireland,A,4,Group stage,516.9803,486.7864,4,0.4718
3,Canada,A,0,Group stage,382.7812,683.3335,4,-4.6961
4,United States of America,A,2,Group stage,457.892,564.1551,4,-1.6604
5,England,S8_G2,12,Semifinalist,1133.19,953.9651,8,1.4002
6,Australia,S8_G1,12,Super 8 stage,986.9643,821.9129,7,1.4737
7,Namibia,B,4,Group stage,459.3165,543.3269,4,-1.3127
8,Scotland,B,2,Group stage,463.5114,546.9547,4,-1.3038
9,Oman,B,0,Group stage,436.3233,562.0204,4,-1.964
10,New Zealand,S8_G1,12,Finalist,1292.2839,1044.9753,9,1.7174
11,West Indies,S8_G2,8,Super 8 stage,1100.4286,851.6425,7,2.2213
12,Afghanistan,C,4,Group stage,568.9983,618.4554,4,-0.7728
13,Uganda,C,0,Group stage,456.8588,740.3765,4,-4.43
14,Papua New Guinea,C,2,Group stage,499.082,644.1443,4,-2.2666
15,South Africa,S8_G2,10,Semifinalist,1108.7794,997.3018,8,0.8709
16,Sri Lanka,S8_G1,6,Super 8 stage,870.5431,902.4159,7,-0.2846
17,Bangladesh,D,4,Group stage,525.5956,457.9441,4,1.0571
18,Netherlands,D,2,Group stage,484.8651,544.9824,4,-0.9393
19,Nepal,D,0,Group stage,441.4925,613.7368,4,-2.6913
