,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Semifinalist,1119.4376,883.2812,8,1.845
1,Pakistan,S8_G2,10,Semifinalist,1068.0274,937.0228,8,1.0235
2,Ireland,A,4,Group stage,513.7278,483.0596,4,0.4792
3,Canada,A,0,Group stage,386.4753,667.1275,4,-4.3852
4,United States of America,A,2,Group stage,458.088,558.1636,4,-1.5637
5,England,S8_G2,12,Champion,1263.9127,1088.9563,9,1.215
6,Australia,S8_G1,12,Super 8 stage,991.2901,808.0295,7,1.6363
7,Namibia,B,4,Group stage,459.6292,536.2281,4,-1.1969
8,Scotland,B,2,Group stage,468.1652,555.3104,4,-1.3616
9,Oman,B,0,Group stage,446.0095,586.75,4,-2.1991
10,New Zealand,S8_G1,12,Finalist,1300.0487,1035.617,9,1.8363
11,West Indies,S8_G2,8,Super 8 stage,1097.875,850.619,7,2.2076
12,Afghanistan,C,4,Group stage,573.8799,589.6082,4,-0.2458
13,Uganda,C,0,Group stage,440.4758,767.337,4,-5.1072
14,Papua New Guinea,C,2,Group stage,498.3826,652.8482,4,-2.4135
15,South Africa,S8_G2,8,Super 8 stage,949.2838,866.5811,7,0.7384
16,Sri Lanka,D,4,Group stage,513.1401,488.0002,4,0.3928
17,Bangladesh,S8_G1,6,Super 8 stage,854.8061,847.6118,7,0.0642
18,Netherlands,D,2,Group stage,503.8077,531.193,4,-0.4279
19,Nepal,D,0,Group stage,441.1483,614.2666,4,-2.705
