,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1259.9707,1014.8431,9,1.7023
1,Pakistan,S8_G2,8,Super 8 stage,947.6893,828.5582,7,1.0637
2,Ireland,A,4,Group stage,512.9949,473.0043,4,0.6249
3,Canada,A,0,Group stage,395.7041,675.7648,4,-4.3759
4,United States of America,A,2,Group stage,462.5868,568.8583,4,-1.6605
5,England,S8_G2,14,Semifinalist,1150.7979,962.0355,8,1.4747
6,Australia,S8_G1,8,Super 8 stage,961.0014,817.8833,7,1.2778
7,Namibia,B,2,Group stage,455.1147,544.1886,4,-1.3918
8,Scotland,B,4,Group stage,484.5728,545.1893,4,-0.9471
9,Oman,B,0,Group stage,435.9494,575.6867,4,-2.1834
10,New Zealand,S8_G1,12,Finalist,1311.1193,1030.9301,9,1.9458
11,West Indies,S8_G2,10,Semifinalist,1209.9109,995.0736,8,1.6784
12,Afghanistan,C,4,Group stage,575.036,590.323,4,-0.2389
13,Uganda,C,0,Group stage,441.0318,755.4183,4,-4.9123
14,Papua New Guinea,C,2,Group stage,502.5628,650.6793,4,-2.3143
15,South Africa,S8_G2,8,Super 8 stage,958.6604,859.899,7,0.8818
16,Sri Lanka,D,4,Group stage,543.4087,480.0367,4,0.9902
17,Bangladesh,S8_G1,6,Super 8 stage,850.4194,850.9571,7,-0.0048
18,Netherlands,D,2,Group stage,498.7599,532.9401,4,-0.5341
19,Nepal,D,0,Group stage,428.644,633.6661,4,-3.2035
