,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Finalist,1246.4863,1011.7576,9,1.6301
1,Pakistan,S8_G2,8,Super 8 stage,961.1178,814.5514,7,1.3086
2,Ireland,A,4,Group stage,517.5497,460.5598,4,0.8905
3,Canada,A,0,Group stage,357.3587,680.9755,4,-5.0565
4,United States of America,A,2,Group stage,456.7024,561.7643,4,-1.6416
5,England,S8_G2,10,Semifinalist,1137.3282,961.5922,8,1.3729
6,Australia,S8_G1,12,Super 8 stage,983.9754,817.9338,7,1.4825
7,Namibia,B,4,Group stage,469.981,543.2891,4,-1.1454
8,Scotland,B,2,Group stage,463.9109,552.9988,4,-1.392
9,Oman,B,0,Group stage,434.1609,588.4382,4,-2.4106
10,New Zealand,S8_G1,12,Champion,1307.2924,1039.1242,9,1.8623
11,West Indies,S8_G2,12,Semifinalist,1219.5292,977.9422,8,1.8874
12,Afghanistan,C,4,Group stage,573.5864,566.5294,4,0.1103
13,Uganda,C,0,Group stage,395.0824,740.1643,4,-5.3919
14,Papua New Guinea,C,2,Group stage,487.6772,633.5736,4,-2.2796
15,South Africa,S8_G2,8,Super 8 stage,944.3677,862.8115,7,0.7282
16,Sri Lanka,D,4,Group stage,521.6062,463.1812,4,0.9129
17,Bangladesh,S8_G1,6,Super 8 stage,844.2945,831.39,7,0.1152
18,Netherlands,D,2,Group stage,479.2605,524.2408,4,-0.7028
19,Nepal,D,0,Group stage,421.3635,589.8132,4,-2.632
