,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Finalist,1265.006,996.2874,9,1.8661
1,Pakistan,S8_G2,8,Super 8 stage,967.4303,816.7951,7,1.345
2,Ireland,A,4,Group stage,504.8961,503.2291,4,0.026
3,Canada,A,0,Group stage,373.6147,642.1324,4,-4.1956
4,United States of America,A,2,Group stage,422.2855,544.3906,4,-1.9079
5,England,S8_G2,14,Champion,1279.2269,1076.0241,9,1.4111
6,Australia,S8_G1,8,Super 8 stage,981.3975,822.0244,7,1.423
7,Namibia,B,2,Group stage,453.5191,533.9922,4,-1.2574
8,Scotland,B,4,Group stage,462.0045,553.9078,4,-1.436
9,Oman,B,0,Group stage,433.2227,586.2091,4,-2.3904
10,New Zealand,S8_G1,10,Semifinalist,1168.0453,917.7816,8,1.9552
11,West Indies,S8_G2,12,Semifinalist,1220.8606,987.1465,8,1.8259
12,Afghanistan,C,4,Group stage,569.6174,594.4548,4,-0.3881
13,Uganda,C,0,Group stage,435.5166,751.6128,4,-4.939
14,Papua New Guinea,C,2,Group stage,490.1671,635.6917,4,-2.2738
15,South Africa,S8_G2,6,Super 8 stage,960.1475,877.5771,7,0.7372
16,Sri Lanka,D,4,Group stage,534.9721,472.0395,4,0.9833
17,Bangladesh,S8_G1,8,Super 8 stage,849.4414,829.636,7,0.1768
18,Netherlands,D,2,Group stage,489.0511,521.0389,4,-0.4998
19,Nepal,D,0,Group stage,422.8271,621.2783,4,-3.1008
