,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1248.9655,1010.3727,9,1.6569
1,Pakistan,S8_G2,8,Super 8 stage,969.1811,808.7645,7,1.4323
2,Ireland,A,4,Group stage,538.5026,483.4429,4,0.8603
3,Canada,A,0,Group stage,398.1591,692.8991,4,-4.6053
4,United States of America,A,2,Group stage,439.1667,569.7378,4,-2.0402
5,England,S8_G2,14,Semifinalist,1141.959,980.7124,8,1.2597
6,Australia,S8_G1,12,Finalist,1241.5441,1069.2317,9,1.1966
7,Namibia,B,2,Group stage,465.9334,558.3133,4,-1.4434
8,Scotland,B,4,Group stage,466.6391,541.4511,4,-1.1689
9,Oman,B,0,Group stage,437.2351,568.0705,4,-2.0443
10,New Zealand,S8_G1,10,Super 8 stage,1050.9264,775.9022,7,2.4556
11,West Indies,S8_G2,10,Semifinalist,1237.3607,999.0747,8,1.8616
12,Afghanistan,C,4,Group stage,552.1302,612.8451,4,-0.9487
13,Uganda,C,0,Group stage,450.0385,759.9864,4,-4.8429
14,Papua New Guinea,C,2,Group stage,490.9924,629.8004,4,-2.1689
15,South Africa,S8_G2,8,Super 8 stage,968.1903,870.4299,7,0.8729
16,Sri Lanka,D,4,Group stage,524.2298,474.2644,4,0.7807
17,Bangladesh,S8_G1,6,Super 8 stage,847.2709,837.264,7,0.0893
18,Netherlands,D,2,Group stage,495.8927,520.3715,4,-0.3825
19,Nepal,D,0,Group stage,412.841,614.2241,4,-3.1466
