,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Semifinalist,1128.6891,875.2695,8,1.9798
1,Pakistan,S8_G2,8,Super 8 stage,956.9922,811.5174,7,1.2989
2,Ireland,A,4,Group stage,511.1486,473.8506,4,0.5828
3,Canada,A,0,Group stage,376.751,667.4041,4,-4.5415
4,United States of America,A,2,Group stage,439.7164,563.2567,4,-1.9303
5,England,S8_G2,12,Semifinalist,1137.6589,954.1915,8,1.4333
6,Australia,S8_G1,12,Champion,1252.5529,1094.2233,9,1.0995
7,Namibia,B,2,Group stage,461.4639,544.5081,4,-1.2976
8,Scotland,B,4,Group stage,484.1781,552.158,4,-1.0622
9,Oman,B,0,Group stage,434.045,584.1787,4,-2.3458
10,New Zealand,S8_G1,10,Super 8 stage,1042.3951,777.6875,7,2.3635
11,West Indies,S8_G2,10,Finalist,1342.9872,1114.05,9,1.5898
12,Afghanistan,C,2,Group stage,585.9502,614.4432,4,-0.4452
13,Uganda,C,0,Group stage,430.4755,777.5945,4,-5.4237
14,Papua New Guinea,C,4,Group stage,512.7302,629.9555,4,-1.8316
15,South Africa,S8_G2,8,Super 8 stage,951.5441,869.9195,7,0.7288
16,Sri Lanka,D,4,Group stage,518.3658,483.0174,4,0.5523
17,Bangladesh,S8_G1,6,Super 8 stage,839.5297,825.7221,7,0.1233
18,Netherlands,D,2,Group stage,498.7308,541.7494,4,-0.6722
19,Nepal,D,0,Group stage,437.7571,588.9646,4,-2.3626
