,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Champion,1242.1947,1002.9581,9,1.6614
1,Pakistan,S8_G2,8,Super 8 stage,953.7624,810.044,7,1.2832
2,Ireland,A,4,Group stage,520.4432,481.0483,4,0.6155
3,Canada,A,0,Group stage,390.3218,659.2044,4,-4.2013
4,United States of America,A,2,Group stage,439.339,574.1026,4,-2.1057
5,England,S8_G2,12,Semifinalist,1142.3459,957.3289,8,1.4454
6,Australia,S8_G1,10,Super 8 stage,972.5475,807.9948,7,1.4692
7,Namibia,B,4,Group stage,466.4889,538.5449,4,-1.1259
8,Scotland,B,2,Group stage,472.3993,556.1454,4,-1.3085
9,Oman,B,0,Group stage,443.39,596.9927,4,-2.4
10,New Zealand,S8_G1,10,Finalist,1290.5705,1040.2069,9,1.7386
11,West Indies,S8_G2,12,Semifinalist,1207.4899,984.1987,8,1.7445
12,Afghanistan,C,4,Group stage,583.928,601.3718,4,-0.2726
13,Uganda,C,0,Group stage,419.6518,760.0221,4,-5.3183
14,Papua New Guinea,C,2,Group stage,540.5322,641.0822,4,-1.5711
15,South Africa,S8_G2,8,Super 8 stage,970.3866,881.8357,7,0.7906
16,Sri Lanka,D,4,Group stage,527.0922,486.3659,4,0.6363
17,Bangladesh,S8_G1,6,Super 8 stage,867.2739,835.3396,7,0.2851
18,Netherlands,D,2,Group stage,509.1786,540.7703,4,-0.4936
19,Nepal,D,0,Group stage,428.3267,632.1056,4,-3.184
