,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1249.6185,1013.415,9,1.6403
1,Pakistan,S8_G2,6,Super 8 stage,966.3137,817.0766,7,1.3325
2,Ireland,A,4,Group stage,531.5811,470.5531,4,0.9536
3,Canada,A,0,Group stage,364.5272,675.9841,4,-4.8665
4,United States of America,A,2,Group stage,453.9798,564.5822,4,-1.7282
5,England,S8_G2,14,Semifinalist,1125.9342,953.1432,8,1.3499
6,Australia,S8_G1,10,Super 8 stage,974.2575,808.4324,7,1.4806
7,Namibia,B,2,Group stage,468.8644,548.3703,4,-1.2423
8,Scotland,B,4,Group stage,491.5738,535.9675,4,-0.6937
9,Oman,B,0,Group stage,427.7047,603.5534,4,-2.7476
10,New Zealand,S8_G1,10,Finalist,1301.8344,1046.4073,9,1.7738
11,West Indies,S8_G2,12,Semifinalist,1226.6839,981.9041,8,1.9123
12,Afghanistan,C,4,Group stage,592.2985,599.9455,4,-0.1195
13,Uganda,C,0,Group stage,441.0645,752.1525,4,-4.8607
14,Papua New Guinea,C,2,Group stage,499.8319,668.6281,4,-2.6374
15,South Africa,S8_G2,10,Super 8 stage,950.3397,865.6517,7,0.7561
16,Sri Lanka,S8_G1,6,Super 8 stage,871.3378,882.3256,7,-0.0981
17,Bangladesh,D,4,Group stage,507.0441,458.592,4,0.7571
18,Netherlands,D,2,Group stage,499.0189,530.452,4,-0.4911
19,Nepal,D,0,Group stage,433.4428,600.1148,4,-2.6042
