,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,10,Super 8 stage,993.9376,769.2671,7,2.006
1,Pakistan,S8_G2,8,Super 8 stage,977.0201,810.2995,7,1.4886
2,Ireland,A,4,Group stage,510.617,481.5852,4,0.4536
3,Canada,A,0,Group stage,388.2434,633.8019,4,-3.8369
4,United States of America,A,2,Group stage,434.3908,589.9688,4,-2.4309
5,England,S8_G2,12,Semifinalist,1142.759,949.3145,8,1.5113
6,Australia,S8_G1,12,Champion,1257.0002,1074.6885,9,1.2661
7,Namibia,B,4,Group stage,485.0535,536.9145,4,-0.8103
8,Scotland,B,2,Group stage,482.5694,547.3978,4,-1.0129
9,Oman,B,0,Group stage,417.2747,605.1811,4,-2.936
10,New Zealand,S8_G1,12,Finalist,1301.4961,1039.4595,9,1.8197
11,West Indies,S8_G2,12,Semifinalist,1226.3443,970.5587,8,1.9983
12,Afghanistan,C,4,Group stage,538.5499,598.8622,4,-0.9424
13,Uganda,C,0,Group stage,434.6043,728.7351,4,-4.5958
14,Papua New Guinea,C,2,Group stage,485.0939,621.5459,4,-2.1321
15,South Africa,S8_G2,8,Super 8 stage,958.465,868.3088,7,0.805
16,Sri Lanka,S8_G1,6,Super 8 stage,875.6797,896.5586,7,-0.1864
17,Bangladesh,D,4,Group stage,532.5108,460.0122,4,1.1328
18,Netherlands,D,2,Group stage,486.2862,543.4954,4,-0.8939
19,Nepal,D,0,Group stage,438.0744,640.0151,4,-3.1553
