,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,12,Champion,1267.2189,995.8877,9,1.8842
1,Pakistan,S8_G2,6,Super 8 stage,955.0185,817.3256,7,1.2294
2,Ireland,A,4,Group stage,536.5658,481.5504,4,0.8596
3,Canada,A,0,Group stage,392.5877,682.9316,4,-4.5366
4,United States of America,A,2,Group stage,432.7841,582.2637,4,-2.3356
5,England,S8_G2,12,Semifinalist,1130.767,960.9424,8,1.3268
6,Australia,S8_G1,12,Super 8 stage,976.4858,803.6646,7,1.543
7,Namibia,B,2,Group stage,443.8807,532.5358,4,-1.3852
8,Scotland,B,2,Group stage,460.4216,548.5765,4,-1.3774
9,Oman,B,2,Group stage,449.8804,573.4136,4,-1.9302
10,New Zealand,S8_G1,12,Semifinalist,1192.9216,911.4698,8,2.1988
11,West Indies,S8_G2,10,Finalist,1336.853,1116.05,9,1.5334
12,Afghanistan,C,4,Group stage,581.1827,589.6951,4,-0.133
13,Uganda,C,0,Group stage,421.0226,748.9292,4,-5.1235
14,Papua New Guinea,C,2,Group stage,482.7043,643.0515,4,-2.5054
15,South Africa,S8_G2,10,Super 8 stage,956.5106,867.7974,7,0.7921
16,Sri Lanka,D,4,Group stage,540.7299,487.871,4,0.8259
17,Bangladesh,S8_G1,6,Super 8 stage,861.8547,850.2389,7,0.1037
18,Netherlands,D,2,Group stage,487.0052,538.4402,4,-0.8037
19,Nepal,D,0,Group stage,434.1085,607.8686,4,-2.715
