,Country,Group,Points,Result,total_runs_scored,total_runs_conceded,num_matches_played,NRR
0,India,S8_G1,14,Semifinalist,1132.1009,880.7182,8,1.9639
1,Pakistan,S8_G2,10,Super 8 stage,962.4972,804.7022,7,1.4089
2,Ireland,A,4,Group stage,508.1912,478.1832,4,0.4689
3,Canada,A,0,Group stage,382.6099,667.0952,4,-4.4451
4,United States of America,A,2,Group stage,433.2316,572.4926,4,-2.176
5,England,S8_G2,12,Champion,1261.4726,1096.6093,9,1.1449
6,Australia,S8_G1,10,Super 8 stage,986.894,816.1886,7,1.5242
7,Namibia,B,2,Group stage,478.9545,551.6985,4,-1.1366
8,Scotland,B,4,Group stage,463.8298,546.1421,4,-1.2861
9,Oman,B,0,Group stage,441.6795,582.5216,4,-2.2007
10,New Zealand,S8_G1,10,Semifinalist,1163.5974,914.4227,8,1.9467
11,West Indies,S8_G2,10,Finalist,1342.8263,1105.4053,9,1.6488
12,Afghanistan,C,4,Group stage,564.0725,622.9442,4,-0.9199
13,Uganda,C,0,Group stage,451.3309,733.8236,4,-4.4139
14,Papua New Guinea,C,2,Group stage,483.1014,614.5731,4,-2.0542
15,South Africa,S8_G2,8,Super 8 stage,959.4887,848.9703,7,0.9868
16,Sri Lanka,D,4,Group stage,522.8935,483.9277,4,0.6088
17,Bangladesh,S8_G1,6,Super 8 stage,871.8123,852.6123,7,0.1714
18,Netherlands,D,2,Group stage,494.2219,530.08,4,-0.5603
19,Nepal,D,0,Group stage,417.4385,619.1339,4,-3.1515
